0.000,0.009,0.000,-0.000,0.000,0.000,0.000,-9.984,-0.522,-0.458,0.000,0.000,
0.006,-0.063,-0.017,0.178,0.000,0.000,0.000,-9.943,-0.421,-0.452,4.000,0.000,
0.006,-0.247,-0.135,0.698,-0.000,-0.000,0.000,-9.918,-0.102,-0.499,8.000,0.000,
0.008,-0.470,-0.224,1.545,-0.001,-0.000,0.002,-9.893,0.308,-0.509,1.000,0.000,
0.010,-0.779,-0.226,2.573,-0.002,-0.001,0.005,-9.865,0.676,-0.406,0.000,0.000,
0.012,-1.368,-0.175,3.632,-0.003,-0.001,0.010,-9.854,0.910,-0.197,0.000,0.000,
0.014,-2.428,-0.164,4.693,-0.006,-0.002,0.017,-9.866,1.006,0.020,0.000,0.000,
0.016,-3.963,-0.312,5.753,-0.011,-0.002,0.027,-9.913,0.967,0.171,0.000,0.000,
0.018,-5.908,-0.644,6.794,-0.019,-0.003,0.038,-9.983,0.796,0.225,0.000,0.000,
0.020,-8.295,-1.100,7.712,-0.030,-0.004,0.052,-10.049,0.446,0.187,0.000,0.000,
0.022,-11.220,-1.618,8.406,-0.047,-0.006,0.067,-10.095,-0.073,0.076,0.000,0.000,
0.030,-14.628,-2.157,8.764,-0.069,-0.009,0.084,-10.122,-0.711,-0.056,0.000,0.000,
0.031,-20.865,-3.008,7.989,-0.099,-0.014,0.101,-10.105,-1.698,-0.216,0.000,0.000,
0.033,-26.665,-3.761,6.473,-0.140,-0.020,0.117,-10.064,-2.530,-0.356,0.000,0.000,
0.035,-30.281,-4.217,4.630,-0.194,-0.027,0.130,-10.019,-2.973,-0.468,0.000,0.000,
0.037,-31.494,-4.361,2.743,-0.254,-0.036,0.140,-9.984,-3.024,-0.566,0.000,0.000,
0.039,-30.970,-4.290,0.954,-0.317,-0.044,0.145,-9.966,-2.781,-0.663,0.000,0.000,
0.041,-29.585,-4.122,-0.717,-0.379,-0.053,0.147,-9.946,-2.368,-0.748,0.000,0.000,
0.043,-28.019,-3.947,-2.304,-0.438,-0.061,0.146,-9.916,-1.912,-0.800,0.000,0.000,
0.045,-26.650,-3.787,-3.824,-0.494,-0.069,0.141,-9.883,-1.524,-0.805,0.000,0.000,
0.047,-25.538,-3.619,-5.223,-0.548,-0.077,0.133,-9.858,-1.254,-0.758,0.000,0.000,
0.049,-24.481,-3.411,-6.406,-0.599,-0.084,0.123,-9.852,-1.080,-0.677,0.000,0.000,
0.055,-23.205,-3.142,-7.303,-0.648,-0.091,0.110,-9.874,-0.938,-0.595,0.000,0.000,
