time,gyrx,gyry,gyrz,rol,pit,yaw,accx,accy,accz,vCmds
0.924,5.055,-25.822,-3.495,0.339,-1.709,-0.501,-0.527,-0.085,0.080,8.000,
0.926,5.047,-26.322,-3.508,0.349,-1.761,-0.508,-0.572,-0.086,0.079,8.000,
0.928,5.036,-26.939,-3.518,0.359,-1.813,-0.515,-0.612,-0.093,0.080,0.000,
0.930,5.019,-27.663,-3.524,0.369,-1.867,-0.522,-0.645,-0.102,0.080,8.000,
0.932,4.990,-28.484,-3.520,0.379,-1.923,-0.529,-0.672,-0.109,0.083,0.000,
0.934,4.949,-29.386,-3.501,0.389,-1.979,-0.536,-0.693,-0.113,0.091,8.000,
0.936,4.898,-30.346,-3.467,0.399,-2.038,-0.543,-0.710,-0.120,0.103,8.000,
0.938,4.843,-31.339,-3.422,0.409,-2.099,-0.550,-0.725,-0.128,0.118,0.000,
0.940,4.794,-32.347,-3.377,0.419,-2.162,-0.557,-0.736,-0.136,0.134,12.000,
0.942,4.756,-33.360,-3.342,0.428,-2.226,-0.563,-0.747,-0.141,0.148,8.000,
0.944,4.734,-34.377,-3.319,0.438,-2.293,-0.570,-0.757,-0.149,0.160,0.000,
0.946,4.727,-35.401,-3.307,0.447,-2.362,-0.577,-0.767,-0.157,0.170,8.000,
0.948,4.737,-36.433,-3.302,0.457,-2.433,-0.583,-0.781,-0.163,0.178,8.000,
0.950,4.765,-37.473,-3.301,0.466,-2.505,-0.590,-0.798,-0.169,0.187,8.000,
0.952,4.813,-38.521,-3.303,0.476,-2.580,-0.596,-0.820,-0.177,0.200,8.000,
0.954,4.879,-39.575,-3.310,0.485,-2.657,-0.603,-0.849,-0.186,0.216,0.000,
0.956,4.957,-40.643,-3.326,0.495,-2.737,-0.610,-0.883,-0.196,0.235,8.000,
0.958,5.041,-41.745,-3.359,0.505,-2.818,-0.616,-0.922,-0.204,0.254,8.000,
0.960,5.127,-42.910,-3.411,0.515,-2.901,-0.623,-0.967,-0.210,0.271,8.000,
0.962,5.217,-44.173,-3.485,0.525,-2.987,-0.630,-1.015,-0.218,0.292,8.000,
0.964,5.319,-45.570,-3.585,0.536,-3.076,-0.637,-1.062,-0.229,0.318,8.000,
0.966,5.440,-47.133,-3.709,0.546,-3.167,-0.644,-1.109,-0.245,0.350,12.000,
0.968,5.580,-48.873,-3.855,0.557,-3.261,-0.651,-1.153,-0.263,0.385,8.000,
0.970,5.736,-50.778,-4.022,0.568,-3.359,-0.659,-1.194,-0.279,0.423,8.000,
0.972,5.903,-52.820,-4.215,0.580,-3.460,-0.667,-1.235,-0.295,0.463,8.000,
0.974,6.079,-54.954,-4.439,0.592,-3.566,-0.676,-1.277,-0.310,0.505,8.000,
0.976,6.273,-57.141,-4.702,0.604,-3.676,-0.685,-1.323,-0.324,0.545,8.000,
0.978,6.492,-59.354,-5.011,0.616,-3.790,-0.694,-1.372,-0.336,0.580,8.000,
0.980,6.741,-61.581,-5.365,0.629,-3.909,-0.704,-1.423,-0.345,0.611,8.000,
0.982,7.021,-63.831,-5.762,0.643,-4.032,-0.715,-1.474,-0.350,0.635,8.000,
0.984,7.325,-66.130,-6.189,0.657,-4.160,-0.726,-1.523,-0.350,0.655,12.000,
0.986,7.639,-68.504,-6.632,0.671,-4.292,-0.739,-1.578,-0.343,0.687,8.000,
0.988,7.949,-70.982,-7.074,0.687,-4.429,-0.752,-1.634,-0.333,0.737,8.000,
0.990,8.255,-73.599,-7.483,0.703,-4.571,-0.766,-1.664,-0.338,0.776,8.000,
0.992,8.585,-76.388,-7.815,0.719,-4.718,-0.781,-1.665,-0.355,0.786,8.000,
0.994,8.975,-79.329,-8.044,0.736,-4.871,-0.797,-1.668,-0.369,0.778,8.000,
0.996,9.440,-82.354,-8.175,0.754,-5.029,-0.813,-1.688,-0.377,0.776,8.000,
0.998,9.956,-85.387,-8.237,0.773,-5.194,-0.829,-1.711,-0.386,0.787,12.000,
1.000,10.471,-88.390,-8.278,0.793,-5.365,-0.845,-1.717,-0.389,0.799,8.000,
1.002,10.923,-91.356,-8.346,0.814,-5.542,-0.862,-1.704,-0.377,0.803,8.000,
1.004,11.269,-94.290,-8.471,0.836,-5.724,-0.879,-1.678,-0.357,0.798,8.000,
1.006,11.488,-97.180,-8.657,0.858,-5.913,-0.896,-1.647,-0.343,0.789,8.000,
1.008,11.591,-99.991,-8.892,0.881,-6.107,-0.913,-1.609,-0.334,0.773,12.000,
1.010,11.606,-102.677,-9.155,0.905,-6.307,-0.931,-1.564,-0.325,0.749,8.000,
1.012,11.573,-105.192,-9.420,0.928,-6.513,-0.949,-1.516,-0.314,0.717,8.000,
1.014,11.534,-107.495,-9.663,0.951,-6.723,-0.968,-1.468,-0.301,0.678,8.000,
1.016,11.521,-109.561,-9.864,0.974,-6.938,-0.987,-1.423,-0.290,0.633,8.000,
1.018,11.545,-111.367,-10.013,0.997,-7.157,-1.007,-1.383,-0.284,0.585,8.000,
1.020,11.603,-112.898,-10.110,1.020,-7.380,-1.027,-1.349,-0.282,0.539,12.000,
1.022,11.689,-114.149,-10.161,1.043,-7.606,-1.047,-1.322,-0.281,0.494,8.000,
1.024,11.801,-115.127,-10.182,1.067,-7.834,-1.068,-1.302,-0.272,0.443,8.000,
1.026,11.944,-115.849,-10.189,1.090,-8.064,-1.088,-1.292,-0.254,0.386,8.000,
1.028,12.123,-116.340,-10.188,1.114,-8.296,-1.108,-1.291,-0.232,0.327,8.000,
1.030,12.335,-116.636,-10.175,1.138,-8.529,-1.129,-1.296,-0.206,0.265,12.000,
1.032,12.567,-116.781,-10.144,1.163,-8.762,-1.149,-1.307,-0.177,0.197,8.000,
1.034,12.802,-116.816,-10.081,1.188,-8.996,-1.169,-1.321,-0.146,0.124,8.000,
1.036,13.031,-116.783,-9.970,1.214,-9.229,-1.189,-1.339,-0.112,0.053,8.000,
1.038,13.251,-116.722,-9.801,1.240,-9.463,-1.209,-1.359,-0.076,-0.013,12.000,
1.040,13.459,-116.663,-9.573,1.266,-9.696,-1.229,-1.383,-0.040,-0.070,8.000,
1.042,13.644,-116.620,-9.295,1.293,-9.929,-1.248,-1.410,-0.008,-0.110,8.000,
1.044,13.795,-116.593,-8.978,1.321,-10.163,-1.267,-1.438,0.021,-0.132,8.000,
1.046,13.906,-116.570,-8.628,1.348,-10.396,-1.285,-1.464,0.044,-0.143,8.000,
1.048,13.978,-116.543,-8.255,1.376,-10.629,-1.302,-1.488,0.060,-0.145,8.000,
1.050,14.018,-116.501,-7.870,1.404,-10.862,-1.318,-1.513,0.071,-0.133,12.000,
1.052,14.038,-116.443,-7.483,1.432,-11.095,-1.334,-1.545,0.080,-0.113,8.000,
1.054,14.045,-116.372,-7.099,1.460,-11.328,-1.349,-1.579,0.084,-0.083,8.000,
1.056,14.038,-116.301,-6.718,1.488,-11.561,-1.363,-1.617,0.084,-0.038,8.000,
1.058,14.017,-116.242,-6.351,1.516,-11.793,-1.377,-1.660,0.074,0.019,8.000,
1.060,13.984,-116.212,-6.015,1.544,-12.026,-1.390,-1.704,0.055,0.084,8.000,
1.062,13.961,-116.224,-5.716,1.572,-12.258,-1.402,-1.744,0.036,0.154,8.000,
1.064,13.973,-116.282,-5.438,1.600,-12.491,-1.413,-1.781,0.025,0.229,12.000,
1.066,14.047,-116.379,-5.160,1.628,-12.723,-1.424,-1.825,0.025,0.308,8.000,
1.068,14.184,-116.507,-4.874,1.656,-12.956,-1.434,-1.881,0.028,0.387,8.000,
1.070,14.356,-116.672,-4.590,1.685,-13.189,-1.444,-1.944,0.028,0.464,8.000,
1.072,14.518,-116.893,-4.314,1.713,-13.422,-1.453,-2.014,0.027,0.538,8.000,
1.074,14.637,-117.196,-4.043,1.742,-13.656,-1.462,-2.089,0.022,0.607,8.000,
1.076,14.704,-117.612,-3.761,1.772,-13.891,-1.470,-2.167,0.016,0.672,8.000,
1.078,14.733,-118.167,-3.455,1.801,-14.126,-1.477,-2.245,0.014,0.732,8.000,
1.080,14.753,-118.871,-3.119,1.830,-14.362,-1.484,-2.319,0.020,0.791,8.000,
1.082,14.782,-119.711,-2.753,1.860,-14.600,-1.490,-2.393,0.032,0.849,8.000,
1.084,14.815,-120.657,-2.364,1.889,-14.839,-1.496,-2.465,0.046,0.904,8.000,
1.086,14.828,-121.669,-1.961,1.919,-15.081,-1.501,-2.534,0.059,0.953,8.000,
1.088,14.790,-122.711,-1.550,1.949,-15.324,-1.505,-2.599,0.069,0.997,8.000,
1.090,14.681,-123.760,-1.142,1.978,-15.569,-1.508,-2.659,0.073,1.041,8.000,
1.092,14.487,-124.810,-0.751,2.008,-15.817,-1.510,-2.709,0.071,1.087,9.000,
1.094,14.210,-125.865,-0.386,2.037,-16.067,-1.512,-2.750,0.062,1.138,8.000,
1.096,13.869,-126.927,-0.055,2.065,-16.318,-1.512,-2.784,0.047,1.192,8.000,
1.098,13.507,-127.991,0.237,2.093,-16.572,-1.512,-2.809,0.030,1.248,8.000,
1.100,13.170,-129.048,0.485,2.120,-16.828,-1.512,-2.829,0.010,1.312,8.000,
1.102,12.892,-130.091,0.692,2.146,-17.086,-1.511,-2.852,-0.018,1.385,8.000,
1.104,12.696,-131.125,0.864,2.172,-17.346,-1.510,-2.932,-0.095,1.530,8.000,
1.106,12.609,-132.196,0.994,2.197,-17.609,-1.508,-3.102,-0.262,1.794,8.000,
1.108,12.733,-133.524,1.036,2.223,-17.873,-1.506,-3.245,-0.424,1.996,8.000,
1.110,13.299,-135.516,0.882,2.248,-18.140,-1.504,-3.292,-0.477,2.021,8.000,
1.112,14.508,-138.369,0.480,2.275,-18.411,-1.502,-3.321,-0.461,1.982,8.000,
1.114,16.352,-141.887,-0.091,2.304,-18.688,-1.501,-3.400,-0.467,1.998,8.000,
1.116,18.630,-145.729,-0.692,2.336,-18.972,-1.501,-3.486,-0.481,2.019,8.000,
1.118,21.099,-149.641,-1.205,2.374,-19.263,-1.503,-3.514,-0.441,1.963,8.000,
1.120,23.560,-153.444,-1.545,2.416,-19.562,-1.505,-3.485,-0.340,1.835,8.000,
1.122,25.822,-156.967,-1.667,2.463,-19.869,-1.508,-3.439,-0.221,1.686,8.000,
1.124,27.659,-160.026,-1.569,2.515,-20.183,-1.511,-3.397,-0.127,1.548,8.000,
1.126,28.832,-162.476,-1.293,2.570,-20.503,-1.515,-3.359,-0.070,1.431,8.000,
1.128,29.174,-164.255,-0.907,2.628,-20.828,-1.517,-3.324,-0.048,1.340,8.000,
1.130,28.678,-165.412,-0.482,2.686,-21.157,-1.519,-3.299,-0.048,1.277,8.000,
1.132,27.505,-166.070,-0.070,2.743,-21.487,-1.520,-3.287,-0.060,1.240,8.000,
1.134,25.922,-166.380,0.297,2.798,-21.820,-1.520,-3.287,-0.077,1.227,8.000,
1.136,24.205,-166.483,0.604,2.850,-22.152,-1.520,-3.301,-0.097,1.234,8.000,
1.138,22.580,-166.481,0.856,2.899,-22.485,-1.518,-3.337,-0.106,1.271,8.000,
1.140,21.190,-166.446,1.082,2.944,-22.818,-1.517,-3.408,-0.083,1.376,8.000,
1.142,20.132,-166.484,1.367,2.986,-23.151,-1.514,-3.494,-0.045,1.543,8.000,
1.144,19.530,-166.841,1.887,3.026,-23.484,-1.512,-3.538,-0.033,1.694,9.000,
1.146,19.558,-167.853,2.847,3.065,-23.818,-1.508,-3.527,-0.028,1.781,8.000,
1.148,20.347,-169.705,4.317,3.105,-24.154,-1.502,-3.504,0.003,1.827,8.000,
1.150,21.835,-172.310,6.211,3.145,-24.493,-1.494,-3.492,0.039,1.846,8.000,
1.152,23.771,-175.400,8.383,3.189,-24.838,-1.481,-3.480,0.076,1.851,8.000,
