time,gyrx,gyry,gyrz,rol,pit,yaw,accx,accy,accz,vCmds
0.405,0.405,0.063,0.236,-0.035,8519263744.000,0.018,0.016,-0.007,0.042,2.000,
0.407,0.399,0.133,0.217,-0.034,8519263744.000,0.018,0.021,-0.002,0.036,2.000,
0.409,0.388,0.212,0.196,-0.034,8519263744.000,0.019,0.023,0.003,0.030,2.000,
0.411,0.372,0.291,0.176,-0.033,8519263744.000,0.019,0.024,0.008,0.026,2.000,
0.413,0.347,0.365,0.154,-0.032,8519263744.000,0.019,0.024,0.012,0.023,2.000,
0.415,0.310,0.428,0.129,-0.031,8519263744.000,0.020,0.024,0.016,0.019,2.000,
0.420,0.263,0.474,0.099,-0.031,8519263744.000,0.020,0.024,0.021,0.015,2.000,
0.422,0.184,0.511,0.040,-0.030,8519263744.000,0.020,0.024,0.029,0.002,2.000,
0.424,0.100,0.527,-0.033,-0.030,8519263744.000,0.020,0.024,0.038,-0.017,2.000,
0.426,0.026,0.524,-0.106,-0.030,8519263744.000,0.020,0.024,0.044,-0.036,2.000,
0.428,-0.037,0.507,-0.168,-0.030,8519263744.000,0.020,0.024,0.050,-0.052,2.000,
0.430,-0.096,0.483,-0.217,-0.030,8519263744.000,0.019,0.024,0.054,-0.064,2.000,
0.432,-0.158,0.455,-0.250,-0.030,8519263744.000,0.019,0.025,0.057,-0.072,2.000,
0.434,-0.228,0.421,-0.268,-0.030,8519263744.000,0.019,0.027,0.061,-0.076,2.000,
0.436,-0.305,0.384,-0.275,-0.031,8519263744.000,0.018,0.028,0.064,-0.077,2.000,
0.438,-0.382,0.345,-0.274,-0.031,8519263744.000,0.017,0.029,0.066,-0.074,2.000,
0.440,-0.452,0.310,-0.267,-0.032,8519263744.000,0.017,0.030,0.067,-0.069,2.000,
0.444,-0.509,0.277,-0.259,-0.033,8519263744.000,0.016,0.031,0.067,-0.060,2.000,
0.446,-0.560,0.239,-0.251,-0.034,8519263744.000,0.016,0.030,0.063,-0.047,2.000,
0.448,-0.596,0.208,-0.248,-0.035,8519263744.000,0.015,0.029,0.058,-0.034,2.000,
0.450,-0.615,0.189,-0.252,-0.036,8519263744.000,0.015,0.026,0.054,-0.022,2.000,
0.452,-0.620,0.182,-0.262,-0.038,8519263744.000,0.014,0.024,0.051,-0.013,2.000,
0.454,-0.617,0.187,-0.274,-0.039,8519263744.000,0.014,0.021,0.050,-0.006,2.000,
0.456,-0.607,0.201,-0.286,-0.040,8519263744.000,0.013,0.018,0.048,0.001,2.000,
0.458,-0.594,0.219,-0.298,-0.041,8519263744.000,0.013,0.014,0.046,0.006,2.000,
0.460,-0.576,0.239,-0.305,-0.042,8519263744.000,0.012,0.009,0.041,0.010,2.000,
0.462,-0.550,0.260,-0.308,-0.044,8519263744.000,0.012,0.002,0.035,0.013,2.000,
0.464,-0.511,0.282,-0.306,-0.045,8519263744.000,0.011,-0.005,0.028,0.015,2.000,
