time,gyrx,gyry,gyrz,rol,pit,yaw,accx,accy,accz,vCmds
0.000,0.015,0.038,0.017,0.037,2.000,
0.000,0.013,0.039,0.017,0.037,4.000,
0.000,0.010,0.041,0.017,0.037,8.000,
0.000,0.010,0.042,0.017,0.037,1.000,
0.000,0.041,-0.105,0.017,0.037,2.000,
0.000,0.089,-1.014,0.017,0.035,4.000,
0.000,0.084,-2.860,0.017,0.029,8.000,
0.000,0.002,-5.234,0.017,0.019,1.000,
0.000,-0.020,-7.368,0.017,0.004,2.000,
0.000,0.134,-8.375,0.017,-0.013,4.000,
0.000,0.336,-8.175,0.018,-0.029,8.000,
0.000,0.444,-7.100,0.019,-0.043,1.000,
0.000,0.407,-5.878,0.020,-0.055,2.000,
0.000,0.306,-5.040,0.020,-0.065,4.000,
0.000,0.154,-4.593,0.021,-0.074,8.000,
0.000,-0.036,-4.417,0.021,-0.083,1.000,
0.000,-0.075,-3.934,0.020,-0.091,2.000,
0.000,0.135,-2.243,0.021,-0.096,4.000,
0.000,0.455,0.633,0.022,-0.094,8.000,
0.000,0.708,3.492,0.023,-0.087,1.000,
0.000,0.969,5.082,0.025,-0.077,2.000,
0.000,1.571,5.092,0.028,-0.067,4.000,
0.000,2.661,4.305,0.033,-0.058,8.000,
0.000,3.961,3.221,0.041,-0.052,1.000,
0.000,5.078,2.007,0.052,-0.048,2.000,
0.000,5.697,0.405,0.063,-0.047,4.000,
0.000,5.679,-1.689,0.074,-0.051,8.000,
0.000,5.051,-4.365,0.084,-0.059,1.000,
0.000,4.045,-7.812,0.092,-0.075,2.000,
0.000,2.923,-12.773,0.098,-0.100,4.000,
0.000,1.882,-18.548,0.102,-0.138,8.000,
0.000,1.146,-23.146,0.104,-0.184,1.000,
0.000,0.632,-25.170,0.106,-0.234,2.000,
0.000,0.038,-23.780,0.106,-0.282,4.000,
0.000,-0.667,-19.489,0.104,-0.321,8.000,
0.000,-1.510,-14.448,0.101,-0.350,1.000,
0.000,-2.383,-10.217,0.097,-0.370,2.000,
0.000,-2.985,-7.071,0.091,-0.384,4.000,
0.000,-3.202,-4.918,0.084,-0.394,8.000,
0.000,-3.287,-4.312,0.078,-0.403,1.000,
0.000,-3.539,-5.642,0.071,-0.414,2.000,
0.000,-3.939,-7.994,0.063,-0.430,4.000,
0.000,-4.236,-9.862,0.054,-0.450,8.000,
0.000,-4.243,-10.222,0.046,-0.470,1.000,
0.000,-3.890,-9.310,0.038,-0.489,2.000,
0.000,-3.197,-9.370,0.032,-0.507,4.000,
0.000,-2.573,-11.977,0.026,-0.531,8.000,
0.000,-2.340,-16.465,0.022,-0.564,1.000,
0.000,-2.646,-20.932,0.016,-0.606,2.000,
0.000,-3.374,-22.334,0.010,-0.651,4.000,
0.000,-4.011,-18.943,0.002,-0.689,8.000,
0.000,-3.894,-11.198,-0.006,-0.711,1.000,
0.000,-2.915,-1.495,-0.012,-0.714,2.000,
0.000,-1.539,8.012,-0.015,-0.698,4.000,
0.000,-0.246,15.623,-0.016,-0.667,8.000,
0.000,0.421,19.213,-0.015,-0.628,1.000,
0.000,0.085,18.078,-0.015,-0.592,2.000,
0.000,-1.110,15.167,-0.017,-0.562,4.000,
0.000,-2.425,13.824,-0.022,-0.534,8.000,
0.000,-3.299,14.698,-0.028,-0.505,1.000,
0.000,-3.574,16.685,-0.035,-0.472,2.000,
0.000,-3.415,17.820,-0.042,-0.436,4.000,
0.000,-3.156,16.369,-0.048,-0.403,8.000,
0.000,-2.988,12.526,-0.054,-0.378,1.000,
0.000,-2.881,8.009,-0.060,-0.362,0.000,
0.000,-2.816,3.780,-0.066,-0.355,0.000,
0.000,-2.953,-0.720,-0.072,-0.356,0.000,
0.000,-3.406,-5.874,-0.079,-0.368,0.000,
0.000,-3.998,-11.200,-0.087,-0.390,0.000,
0.000,-4.451,-15.771,-0.095,-0.422,0.000,
0.000,-4.589,-18.714,-0.105,-0.459,0.000,
0.000,-4.378,-19.838,-0.113,-0.499,0.000,
0.000,-3.918,-19.427,-0.121,-0.538,0.000,
0.000,-3.354,-17.973,-0.128,-0.574,0.000,
0.000,-2.787,-16.014,-0.133,-0.606,0.000,
0.000,-2.279,-13.884,-0.138,-0.633,0.000,
0.000,-1.848,-11.698,-0.142,-0.657,0.000,
0.000,-1.473,-9.520,-0.145,-0.676,0.000,
0.000,-1.141,-7.426,-0.147,-0.691,0.000,
0.000,-0.846,-5.510,-0.149,-0.702,0.000,
0.000,-0.567,-3.831,-0.150,-0.709,0.000,
0.000,-0.293,-2.395,-0.150,-0.714,0.000,
0.000,-0.023,-1.171,-0.150,-0.716,0.000,
0.000,0.248,-0.102,-0.150,-0.717,0.000,
0.000,0.516,0.820,-0.149,-0.715,0.000,
0.000,0.769,1.564,-0.147,-0.712,0.000,
0.000,0.998,2.128,-0.145,-0.708,0.000,
0.000,1.198,2.527,-0.143,-0.703,0.000,
0.000,1.365,2.805,-0.140,-0.697,0.000,
0.000,1.511,3.027,-0.137,-0.691,0.000,
0.000,1.643,3.225,-0.134,-0.684,0.000,
0.000,1.755,3.398,-0.130,-0.678,0.000,
0.000,1.843,3.516,-0.127,-0.671,0.000,
0.000,1.900,3.559,-0.123,-0.664,0.000,
0.000,1.920,3.521,-0.119,-0.656,0.000,
0.000,1.904,3.405,-0.115,-0.650,0.000,
0.000,1.854,3.239,-0.112,-0.643,0.000,
0.000,1.775,3.055,-0.108,-0.637,0.000,
0.000,1.674,2.873,-0.105,-0.631,0.000,
0.000,1.560,2.710,-0.102,-0.626,0.000,
