0.000,0.566,-0.484,-10.035,0.000,0.000,0.000,0.034,-0.348,0.201,0.000,
0.694,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0.696,0.090,-0.140,-0.056,0.000,-0.000,0.000,-0.009,0.018,-0.011,0.000,
0.698,0.197,-0.317,-0.121,0.000,-0.000,-0.000,-0.016,0.036,-0.022,9.000,
0.700,0.272,-0.453,-0.167,0.001,-0.001,-0.000,-0.018,0.046,-0.027,4.000,
0.702,0.300,-0.518,-0.184,0.001,-0.002,-0.001,-0.016,0.047,-0.026,0.000,
0.704,0.291,-0.517,-0.180,0.002,-0.003,-0.001,-0.012,0.040,-0.020,0.000,
0.706,0.264,-0.477,-0.170,0.002,-0.004,-0.001,-0.009,0.030,-0.011,0.000,
0.708,0.236,-0.422,-0.160,0.003,-0.005,-0.002,-0.009,0.021,-0.001,0.000,
0.710,0.219,-0.370,-0.155,0.003,-0.006,-0.002,-0.012,0.014,0.006,0.000,
0.712,0.217,-0.329,-0.154,0.004,-0.006,-0.002,-0.015,0.010,0.012,0.000,
0.714,0.225,-0.299,-0.154,0.004,-0.007,-0.003,-0.019,0.008,0.016,0.000,
0.716,0.237,-0.274,-0.154,0.005,-0.008,-0.003,-0.022,0.007,0.019,0.000,
0.718,0.246,-0.247,-0.152,0.005,-0.008,-0.003,-0.025,0.008,0.022,0.000,
0.720,0.246,-0.211,-0.147,0.006,-0.009,-0.004,-0.027,0.009,0.025,0.000,
0.722,0.236,-0.163,-0.142,0.006,-0.009,-0.004,-0.030,0.009,0.027,0.000,
0.724,0.219,-0.099,-0.134,0.007,-0.009,-0.004,-0.034,0.009,0.030,0.000,
0.726,0.197,-0.021,-0.123,0.007,-0.010,-0.004,-0.039,0.007,0.032,0.000,
0.728,0.175,0.064,-0.108,0.007,-0.010,-0.005,-0.043,0.005,0.033,0.000,
0.730,0.156,0.149,-0.090,0.008,-0.010,-0.005,-0.047,0.001,0.034,0.000,
0.732,0.140,0.228,-0.071,0.008,-0.009,-0.005,-0.049,-0.003,0.035,2.000,
0.734,0.125,0.300,-0.056,0.008,-0.009,-0.005,-0.049,-0.006,0.035,0.000,
0.736,0.109,0.363,-0.050,0.009,-0.008,-0.005,-0.049,-0.008,0.035,0.000,
0.738,0.088,0.419,-0.053,0.009,-0.008,-0.005,-0.047,-0.009,0.033,0.000,
0.740,0.061,0.469,-0.064,0.009,-0.007,-0.006,-0.045,-0.010,0.030,0.000,
0.742,0.031,0.516,-0.079,0.009,-0.006,-0.006,-0.044,-0.011,0.027,0.000,
0.744,0.002,0.563,-0.089,0.009,-0.005,-0.006,-0.045,-0.013,0.025,0.000,
0.746,-0.020,0.614,-0.086,0.009,-0.004,-0.006,-0.047,-0.015,0.024,0.000,
0.748,-0.031,0.668,-0.069,0.009,-0.002,-0.006,-0.052,-0.016,0.023,0.000,
0.750,-0.032,0.723,-0.037,0.009,-0.001,-0.006,-0.059,-0.015,0.023,0.000,
0.752,-0.027,0.771,0.007,0.009,0.000,-0.006,-0.066,-0.012,0.022,0.000,
0.754,-0.022,0.809,0.055,0.009,0.002,-0.006,-0.073,-0.008,0.020,0.000,
0.756,-0.022,0.834,0.100,0.009,0.004,-0.006,-0.078,-0.004,0.017,0.000,
0.758,-0.030,0.848,0.135,0.009,0.005,-0.006,-0.081,0.001,0.013,0.000,
0.760,-0.046,0.850,0.159,0.009,0.007,-0.006,-0.083,0.005,0.011,0.000,
0.762,-0.069,0.845,0.171,0.009,0.009,-0.005,-0.083,0.009,0.009,0.000,
0.764,-0.094,0.830,0.173,0.009,0.010,-0.005,-0.082,0.012,0.006,0.000,
0.766,-0.119,0.810,0.168,0.008,0.012,-0.005,-0.080,0.014,0.002,0.000,
0.768,-0.140,0.786,0.162,0.008,0.014,-0.004,-0.077,0.016,-0.002,0.000,
0.770,-0.156,0.762,0.159,0.008,0.015,-0.004,-0.073,0.019,-0.006,0.000,
0.772,-0.165,0.739,0.163,0.008,0.017,-0.004,-0.069,0.022,-0.008,0.000,
0.774,-0.165,0.718,0.171,0.007,0.018,-0.004,-0.063,0.027,-0.009,0.000,
0.776,-0.160,0.699,0.181,0.007,0.020,-0.003,-0.057,0.032,-0.009,0.000,
0.778,-0.152,0.682,0.187,0.007,0.021,-0.003,-0.051,0.036,-0.009,0.000,
0.780,-0.145,0.664,0.189,0.006,0.022,-0.002,-0.045,0.040,-0.009,0.000,
0.782,-0.142,0.642,0.184,0.006,0.024,-0.002,-0.041,0.042,-0.008,0.000,
0.784,-0.141,0.616,0.177,0.006,0.025,-0.002,-0.038,0.042,-0.006,0.000,
0.786,-0.141,0.586,0.169,0.005,0.026,-0.001,-0.035,0.042,-0.003,0.000,
0.788,-0.141,0.553,0.166,0.005,0.027,-0.001,-0.031,0.042,0.000,0.000,
0.790,-0.142,0.521,0.168,0.005,0.029,-0.001,-0.029,0.041,0.003,0.000,
0.792,-0.148,0.490,0.173,0.005,0.030,-0.000,-0.027,0.040,0.006,0.000,
0.794,-0.158,0.461,0.179,0.004,0.031,0.000,-0.026,0.039,0.007,0.000,
0.796,-0.170,0.437,0.183,0.004,0.031,0.000,-0.027,0.038,0.007,0.000,
0.798,-0.185,0.416,0.185,0.004,0.032,0.001,-0.029,0.038,0.005,0.000,
0.800,-0.204,0.399,0.185,0.003,0.033,0.001,-0.033,0.037,0.003,0.000,
0.802,-0.226,0.387,0.184,0.003,0.034,0.001,-0.036,0.036,-0.000,0.000,
0.804,-0.251,0.378,0.182,0.002,0.035,0.002,-0.040,0.036,-0.004,0.000,
0.806,-0.273,0.370,0.181,0.002,0.036,0.002,-0.042,0.033,-0.007,0.000,
0.808,-0.287,0.364,0.182,0.001,0.036,0.003,-0.042,0.029,-0.010,0.000,
0.810,-0.290,0.356,0.185,0.001,0.037,0.003,-0.040,0.022,-0.011,0.000,
0.812,-0.283,0.345,0.191,0.000,0.038,0.003,-0.037,0.014,-0.012,0.000,
0.814,-0.269,0.332,0.197,-0.000,0.038,0.004,-0.032,0.005,-0.011,0.000,
0.816,-0.252,0.322,0.204,-0.001,0.039,0.004,-0.026,-0.002,-0.010,0.000,
0.818,-0.235,0.317,0.215,-0.001,0.040,0.004,-0.021,-0.006,-0.009,0.000,
0.820,-0.220,0.318,0.232,-0.002,0.040,0.005,-0.015,-0.007,-0.006,0.000,
0.822,-0.208,0.328,0.255,-0.002,0.041,0.005,-0.008,-0.006,-0.004,0.000,
0.824,-0.198,0.346,0.281,-0.003,0.042,0.006,-0.002,-0.003,-0.003,0.000,
0.826,-0.195,0.368,0.301,-0.003,0.042,0.006,0.002,0.001,-0.003,0.000,
0.828,-0.198,0.390,0.310,-0.004,0.043,0.007,0.005,0.005,-0.003,0.000,
0.830,-0.204,0.408,0.304,-0.004,0.044,0.008,0.005,0.007,-0.005,0.000,
0.832,-0.211,0.420,0.286,-0.004,0.045,0.008,0.003,0.008,-0.005,0.000,
0.834,-0.220,0.425,0.261,-0.005,0.045,0.009,-0.001,0.009,-0.004,0.000,
0.836,-0.226,0.424,0.233,-0.005,0.046,0.009,-0.008,0.010,-0.004,0.000,
0.838,-0.227,0.417,0.211,-0.006,0.047,0.010,-0.018,0.012,-0.003,0.000,
0.840,-0.222,0.404,0.199,-0.006,0.048,0.010,-0.028,0.015,-0.002,0.000,
0.842,-0.213,0.386,0.197,-0.007,0.049,0.011,-0.038,0.019,-0.001,0.000,
0.844,-0.206,0.361,0.203,-0.007,0.050,0.011,-0.046,0.024,0.003,0.000,
0.846,-0.203,0.329,0.212,-0.007,0.050,0.011,-0.053,0.028,0.008,0.000,
0.848,-0.208,0.291,0.218,-0.008,0.051,0.012,-0.059,0.031,0.013,0.000,
0.850,-0.223,0.255,0.220,-0.008,0.052,0.012,-0.063,0.032,0.018,0.000,
0.852,-0.245,0.229,0.217,-0.009,0.052,0.013,-0.064,0.032,0.021,0.000,
0.854,-0.269,0.217,0.212,-0.009,0.053,0.013,-0.064,0.030,0.025,0.000,
0.856,-0.289,0.221,0.208,-0.010,0.053,0.014,-0.062,0.027,0.028,0.000,
0.858,-0.302,0.236,0.209,-0.010,0.053,0.014,-0.059,0.023,0.031,0.000,
0.860,-0.307,0.263,0.216,-0.011,0.054,0.014,-0.054,0.018,0.032,0.000,
0.862,-0.308,0.303,0.224,-0.012,0.054,0.015,-0.049,0.014,0.032,0.000,
0.864,-0.309,0.357,0.230,-0.012,0.055,0.015,-0.043,0.011,0.031,0.000,
