0.000,-0.208,0.755,-0.289,-9.940,-0.376,0.053,0.635,-0.217,0.460,-10.015,0.123,0.099,
0.002,-0.179,0.654,-0.243,-9.939,-0.377,0.050,0.554,-0.192,0.405,-10.014,0.122,0.099,
0.004,-0.150,0.547,-0.196,-9.937,-0.378,0.049,0.472,-0.170,0.346,-10.011,0.120,0.100,
0.006,-0.123,0.442,-0.151,-9.936,-0.378,0.048,0.391,-0.154,0.284,-10.008,0.118,0.101,
0.008,-0.098,0.340,-0.117,-9.935,-0.378,0.048,0.311,-0.137,0.223,-10.004,0.118,0.102,
0.010,-0.076,0.250,-0.092,-9.935,-0.378,0.049,0.234,-0.118,0.168,-10.000,0.117,0.103,
0.012,-0.057,0.175,-0.070,-9.935,-0.380,0.049,0.165,-0.106,0.124,-9.999,0.115,0.103,
0.014,-0.041,0.117,-0.054,-9.934,-0.382,0.050,0.110,-0.086,0.099,-9.999,0.112,0.103,
0.016,-0.028,0.073,-0.043,-9.933,-0.385,0.051,0.056,-0.063,0.089,-10.000,0.110,0.104,
0.018,-0.018,0.039,-0.037,-9.932,-0.387,0.053,0.006,-0.043,0.085,-9.999,0.109,0.103,
0.025,-0.007,-0.014,-0.015,-9.929,-0.387,0.056,-0.066,-0.014,0.067,-9.990,0.111,0.098,
0.026,-0.005,-0.025,-0.004,-9.927,-0.387,0.056,-0.067,-0.009,0.065,-9.987,0.114,0.097,
0.028,-0.004,-0.030,0.008,-9.925,-0.386,0.055,-0.059,-0.002,0.065,-9.985,0.117,0.097,
0.030,-0.002,-0.030,0.022,-9.925,-0.386,0.054,-0.054,-0.003,0.063,-9.985,0.118,0.096,
0.032,-0.001,-0.027,0.038,-9.926,-0.386,0.054,-0.057,-0.006,0.057,-9.988,0.120,0.094,
0.034,-0.003,-0.023,0.054,-9.927,-0.385,0.053,-0.064,-0.004,0.049,-9.990,0.121,0.093,
0.036,-0.010,-0.018,0.061,-9.928,-0.385,0.052,-0.070,-0.001,0.033,-9.992,0.122,0.094,
0.038,-0.015,-0.013,0.059,-9.929,-0.385,0.052,-0.078,-0.004,0.014,-9.995,0.122,0.095,
0.040,-0.019,-0.008,0.052,-9.930,-0.383,0.053,-0.090,-0.011,0.002,-10.000,0.121,0.096,
0.042,-0.021,-0.001,0.043,-9.931,-0.382,0.054,-0.094,-0.015,-0.002,-10.007,0.119,0.096,
0.048,-0.028,-0.000,0.020,-9.932,-0.380,0.057,-0.090,-0.013,0.004,-10.025,0.119,0.095,
0.048,-0.027,-0.004,0.010,-9.932,-0.379,0.058,-0.084,-0.012,0.004,-10.032,0.119,0.093,
0.050,-0.023,-0.009,0.002,-9.933,-0.379,0.060,-0.069,-0.014,0.004,-10.036,0.118,0.092,
0.052,-0.020,-0.013,-0.007,-9.935,-0.380,0.060,-0.053,-0.019,0.006,-10.039,0.119,0.091,
0.054,-0.019,-0.017,-0.013,-9.936,-0.380,0.061,-0.039,-0.025,0.006,-10.040,0.121,0.090,
0.056,-0.019,-0.022,-0.014,-9.937,-0.380,0.060,-0.026,-0.031,0.007,-10.038,0.123,0.090,
0.058,-0.018,-0.024,-0.011,-9.937,-0.381,0.060,-0.012,-0.035,0.010,-10.034,0.125,0.090,
0.060,-0.011,-0.024,-0.008,-9.937,-0.380,0.059,-0.002,-0.036,0.014,-10.029,0.127,0.089,
0.062,-0.006,-0.021,-0.000,-9.937,-0.380,0.058,0.007,-0.035,0.020,-10.027,0.129,0.088,
0.064,-0.004,-0.019,0.008,-9.938,-0.378,0.056,0.011,-0.031,0.019,-10.026,0.131,0.087,
0.070,-0.001,-0.024,0.013,-9.939,-0.378,0.051,0.015,-0.019,0.023,-10.021,0.136,0.086,
0.070,-0.004,-0.024,0.012,-9.939,-0.378,0.049,0.015,-0.018,0.026,-10.020,0.135,0.086,
0.072,-0.008,-0.020,0.011,-9.937,-0.379,0.048,0.014,-0.017,0.027,-10.019,0.134,0.087,
0.074,-0.012,-0.017,0.009,-9.936,-0.380,0.048,0.019,-0.017,0.022,-10.016,0.132,0.089,
0.076,-0.013,-0.016,0.006,-9.934,-0.380,0.048,0.025,-0.015,0.019,-10.014,0.131,0.090,
0.078,-0.011,-0.016,0.002,-9.932,-0.381,0.050,0.026,-0.010,0.015,-10.014,0.130,0.091,
0.080,-0.008,-0.011,-0.001,-9.930,-0.382,0.053,0.021,-0.008,0.008,-10.015,0.128,0.093,
0.082,-0.011,-0.002,-0.002,-9.928,-0.382,0.055,0.019,-0.011,0.010,-10.015,0.125,0.097,
0.084,-0.016,0.009,0.001,-9.927,-0.381,0.057,0.019,-0.011,0.012,-10.015,0.123,0.100,
0.086,-0.020,0.015,0.004,-9.927,-0.380,0.059,0.021,-0.008,0.006,-10.014,0.121,0.102,
0.093,-0.023,0.010,0.008,-9.925,-0.376,0.062,0.014,-0.018,0.007,-10.014,0.117,0.103,
0.093,-0.021,0.004,0.012,-9.925,-0.373,0.063,0.002,-0.023,0.011,-10.014,0.116,0.104,
0.095,-0.018,0.001,0.016,-9.925,-0.371,0.064,-0.011,-0.025,0.011,-10.013,0.115,0.103,
0.097,-0.015,-0.001,0.020,-9.926,-0.370,0.064,-0.026,-0.026,0.004,-10.012,0.114,0.102,
0.099,-0.012,-0.007,0.022,-9.927,-0.370,0.065,-0.038,-0.023,-0.007,-10.014,0.114,0.101,
0.101,-0.006,-0.014,0.022,-9.927,-0.372,0.064,-0.047,-0.016,-0.012,-10.015,0.115,0.100,
0.103,0.001,-0.020,0.020,-9.927,-0.375,0.063,-0.053,-0.009,-0.009,-10.016,0.116,0.099,
0.105,0.006,-0.026,0.022,-9.928,-0.378,0.062,-0.055,-0.002,-0.009,-10.018,0.116,0.100,
0.107,0.007,-0.033,0.024,-9.930,-0.381,0.061,-0.054,0.007,-0.018,-10.021,0.117,0.101,
0.109,0.007,-0.038,0.027,-9.932,-0.382,0.061,-0.048,0.012,-0.030,-10.024,0.117,0.101,
0.115,0.007,-0.036,0.025,-9.935,-0.383,0.063,-0.028,0.027,-0.050,-10.029,0.118,0.099,
0.115,0.004,-0.032,0.024,-9.936,-0.383,0.065,-0.019,0.025,-0.051,-10.030,0.119,0.100,
0.117,-0.003,-0.025,0.025,-9.936,-0.383,0.068,-0.017,0.014,-0.051,-10.028,0.119,0.100,
0.119,-0.008,-0.018,0.025,-9.936,-0.383,0.069,-0.025,-0.000,-0.051,-10.026,0.119,0.099,
0.121,-0.013,-0.015,0.027,-9.937,-0.384,0.070,-0.040,-0.015,-0.046,-10.023,0.120,0.099,
0.123,-0.019,-0.013,0.031,-9.937,-0.384,0.071,-0.049,-0.030,-0.042,-10.020,0.122,0.098,
0.125,-0.030,-0.004,0.036,-9.937,-0.383,0.071,-0.053,-0.042,-0.041,-10.017,0.123,0.097,
0.127,-0.041,0.006,0.039,-9.937,-0.382,0.072,-0.060,-0.051,-0.041,-10.014,0.123,0.097,
0.129,-0.049,0.015,0.039,-9.937,-0.381,0.072,-0.066,-0.054,-0.041,-10.008,0.121,0.097,
0.131,-0.054,0.024,0.037,-9.936,-0.381,0.072,-0.072,-0.055,-0.040,-10.003,0.118,0.098,
0.138,-0.047,0.035,0.038,-9.935,-0.380,0.070,-0.081,-0.041,-0.041,-9.998,0.114,0.100,
0.138,-0.035,0.037,0.041,-9.935,-0.379,0.069,-0.073,-0.037,-0.040,-9.998,0.114,0.103,
0.140,-0.020,0.041,0.041,-9.935,-0.378,0.068,-0.053,-0.030,-0.041,-9.999,0.115,0.106,
0.142,-0.004,0.041,0.039,-9.935,-0.378,0.068,-0.034,-0.018,-0.043,-10.001,0.117,0.108,
0.144,0.008,0.040,0.038,-9.935,-0.378,0.067,-0.025,-0.005,-0.045,-10.004,0.118,0.108,
0.146,0.015,0.035,0.033,-9.935,-0.379,0.066,-0.025,0.007,-0.042,-10.009,0.118,0.108,
0.148,0.018,0.029,0.026,-9.933,-0.381,0.065,-0.032,0.013,-0.038,-10.014,0.118,0.107,
0.150,0.015,0.024,0.021,-9.931,-0.384,0.066,-0.039,0.018,-0.036,-10.019,0.118,0.107,
0.152,0.010,0.022,0.018,-9.929,-0.385,0.067,-0.040,0.021,-0.035,-10.021,0.117,0.107,
0.158,0.001,0.009,0.004,-9.927,-0.387,0.067,-0.042,0.020,-0.027,-10.021,0.116,0.105,
0.158,-0.002,0.002,-0.003,-9.927,-0.387,0.068,-0.044,0.023,-0.021,-10.022,0.116,0.105,
0.160,-0.007,-0.004,-0.003,-9.926,-0.387,0.069,-0.040,0.024,-0.010,-10.023,0.116,0.106,
0.162,-0.011,-0.011,0.001,-9.926,-0.388,0.070,-0.034,0.020,0.007,-10.023,0.118,0.107,
0.164,-0.012,-0.022,0.006,-9.926,-0.390,0.070,-0.028,0.018,0.019,-10.023,0.120,0.108,
0.166,-0.008,-0.031,0.008,-9.925,-0.391,0.071,-0.029,0.014,0.025,-10.023,0.122,0.109,
0.168,-0.005,-0.035,0.011,-9.926,-0.392,0.071,-0.031,0.003,0.027,-10.021,0.124,0.109,
0.170,-0.007,-0.035,0.014,-9.926,-0.393,0.070,-0.027,-0.006,0.030,-10.020,0.126,0.110,
0.172,-0.015,-0.033,0.016,-9.926,-0.392,0.070,-0.025,-0.019,0.033,-10.019,0.128,0.111,
0.174,-0.023,-0.029,0.012,-9.927,-0.391,0.070,-0.029,-0.035,0.028,-10.020,0.130,0.112,
0.181,-0.026,-0.019,-0.002,-9.929,-0.388,0.070,-0.034,-0.041,0.004,-10.022,0.134,0.111,
0.181,-0.028,-0.012,-0.005,-9.931,-0.385,0.069,-0.046,-0.039,-0.001,-10.026,0.133,0.110,
