time,gyrx,gyry,gyrz,rol,pit,yaw,accx,accy,accz,vCmds,,,,gforcex,gforcey,gforcez
0.899,-0.053,-0.177,0.123,0.196,0.067,0.22,-0.056,-0.179,0.123,0.196,0.067,0.22,16,0.019979612640163,0.006829765545362,0.022426095820591
0.9,-0.053,-0.177,0.123,0.206,0.062,0.225,-0.056,-0.179,0.123,0.206,0.062,0.225,16,0.020998980632008,0.006320081549439,0.022935779816514
0.901,-0.053,-0.177,0.123,0.22,0.081,0.254,-0.056,-0.179,0.123,0.22,0.081,0.254,16,0.022426095820591,0.008256880733945,0.025891946992865
0.902,-0.053,-0.177,0.124,0.215,0.096,0.22,-0.056,-0.179,0.124,0.215,0.096,0.22,16,0.021916411824669,0.009785932721713,0.022426095820591
0.903,-0.053,-0.177,0.124,0.187,0.053,0.192,-0.056,-0.179,0.124,0.187,0.053,0.192,16,0.019062181447503,0.005402650356779,0.019571865443425
0.904,-0.054,-0.177,0.124,0.182,0.048,0.225,-0.056,-0.179,0.125,0.182,0.048,0.225,16,0.01855249745158,0.004892966360856,0.022935779816514
0.905,-0.054,-0.177,0.124,0.206,0.091,0.211,-0.056,-0.179,0.125,0.206,0.091,0.211,16,0.020998980632008,0.00927624872579,0.021508664627931
0.906,-0.054,-0.177,0.125,0.196,0.101,0.192,-0.056,-0.179,0.125,0.196,0.101,0.192,16,0.019979612640163,0.010295616717635,0.019571865443425
0.907,-0.054,-0.177,0.125,0.168,0.081,0.177,-0.056,-0.179,0.126,0.168,0.081,0.177,16,0.017125382262997,0.008256880733945,0.018042813455658
0.908,-0.054,-0.177,0.125,0.177,0.034,0.172,-0.056,-0.179,0.126,0.177,0.034,0.172,16,0.018042813455658,0.003465851172273,0.017533129459735
0.909,-0.054,-0.177,0.125,0.196,0.019,0.196,-0.056,-0.179,0.126,0.196,0.019,0.196,16,0.019979612640163,0.001936799184506,0.019979612640163
0.91,-0.054,-0.177,0.126,0.196,0.024,0.192,-0.056,-0.179,0.126,0.196,0.024,0.192,16,0.019979612640163,0.002446483180428,0.019571865443425
0.911,-0.054,-0.177,0.126,0.192,0.029,0.177,-0.057,-0.179,0.127,0.192,0.029,0.177,16,0.019571865443425,0.002956167176351,0.018042813455658
0.912,-0.054,-0.177,0.126,0.172,0.038,0.153,-0.057,-0.179,0.127,0.172,0.038,0.153,16,0.017533129459735,0.003873598369011,0.015596330275229
0.913,-0.054,-0.177,0.126,0.134,0.057,0.153,-0.057,-0.179,0.127,0.134,0.057,0.153,16,0.013659531090724,0.005810397553517,0.015596330275229
0.914,-0.054,-0.177,0.126,0.177,0.072,0.211,-0.057,-0.179,0.128,0.177,0.072,0.211,16,0.018042813455658,0.007339449541284,0.021508664627931
0.915,-0.054,-0.177,0.127,0.215,0.024,0.249,-0.057,-0.179,0.128,0.215,0.024,0.249,16,0.021916411824669,0.002446483180428,0.025382262996942
0.916,-0.054,-0.177,0.127,0.206,0.024,0.244,-0.057,-0.179,0.128,0.206,0.024,0.244,16,0.020998980632008,0.002446483180428,0.024872579001019
0.917,-0.054,-0.177,0.127,0.196,0.034,0.225,-0.057,-0.178,0.128,0.196,0.034,0.225,16,0.019979612640163,0.003465851172273,0.022935779816514
0.918,-0.054,-0.177,0.127,0.182,0.053,0.259,-0.057,-0.178,0.128,0.182,0.053,0.259,16,0.01855249745158,0.005402650356779,0.026401630988787
0.919,-0.054,-0.177,0.128,0.172,0.048,0.292,-0.057,-0.179,0.128,0.172,0.048,0.292,16,0.017533129459735,0.004892966360856,0.029765545361876
0.92,-0.054,-0.177,0.128,0.172,0.029,0.206,-0.057,-0.179,0.128,0.172,0.029,0.206,16,0.017533129459735,0.002956167176351,0.020998980632008
0.921,-0.054,-0.177,0.128,0.187,0.072,0.148,-0.057,-0.178,0.129,0.187,0.072,0.148,16,0.019062181447503,0.007339449541284,0.015086646279307
0.922,-0.054,-0.177,0.128,0.201,0.086,0.144,-0.057,-0.178,0.129,0.201,0.086,0.144,16,0.020489296636086,0.008766564729867,0.014678899082569
0.923,-0.054,-0.177,0.129,0.196,0.057,0.177,-0.057,-0.178,0.129,0.196,0.057,0.177,16,0.019979612640163,0.005810397553517,0.018042813455658
0.924,-0.054,-0.177,0.129,0.172,0.043,0.211,-0.057,-0.178,0.129,0.172,0.043,0.211,16,0.017533129459735,0.004383282364934,0.021508664627931
0.925,-0.054,-0.176,0.129,0.192,0.053,0.201,-0.057,-0.178,0.129,0.192,0.053,0.201,16,0.019571865443425,0.005402650356779,0.020489296636086
0.926,-0.054,-0.176,0.129,0.192,0.077,0.215,-0.057,-0.178,0.129,0.192,0.077,0.215,16,0.019571865443425,0.007849133537207,0.021916411824669
0.927,-0.054,-0.176,0.129,0.172,0.077,0.201,-0.057,-0.178,0.129,0.172,0.077,0.201,16,0.017533129459735,0.007849133537207,0.020489296636086
0.928,-0.054,-0.176,0.129,0.172,0.062,0.22,-0.057,-0.178,0.129,0.172,0.062,0.22,16,0.017533129459735,0.006320081549439,0.022426095820591
0.929,-0.054,-0.176,0.129,0.177,0.043,0.225,-0.057,-0.178,0.129,0.177,0.043,0.225,16,0.018042813455658,0.004383282364934,0.022935779816514
0.93,-0.055,-0.176,0.129,0.201,0.029,0.177,-0.057,-0.178,0.129,0.201,0.029,0.177,16,0.020489296636086,0.002956167176351,0.018042813455658
0.931,-0.055,-0.176,0.129,0.225,0.048,0.254,-0.057,-0.178,0.129,0.225,0.048,0.254,16,0.022935779816514,0.004892966360856,0.025891946992865
0.932,-0.055,-0.176,0.129,0.196,0.081,0.268,-0.057,-0.178,0.129,0.196,0.081,0.268,16,0.019979612640163,0.008256880733945,0.027319062181448
0.933,-0.055,-0.176,0.129,0.168,0.081,0.249,-0.057,-0.178,0.129,0.168,0.081,0.249,16,0.017125382262997,0.008256880733945,0.025382262996942
0.934,-0.055,-0.176,0.13,0.187,0.053,0.239,-0.057,-0.177,0.129,0.187,0.053,0.239,16,0.019062181447503,0.005402650356779,0.024362895005097
0.935,-0.055,-0.176,0.13,0.187,0.057,0.215,-0.057,-0.177,0.129,0.187,0.057,0.215,16,0.019062181447503,0.005810397553517,0.021916411824669
0.936,-0.055,-0.176,0.13,0.187,0.072,0.249,-0.057,-0.177,0.129,0.187,0.072,0.249,16,0.019062181447503,0.007339449541284,0.025382262996942
0.937,-0.055,-0.176,0.13,0.187,0.048,0.235,-0.057,-0.177,0.129,0.187,0.048,0.235,16,0.019062181447503,0.004892966360856,0.023955147808359
0.938,-0.055,-0.176,0.13,0.168,0.034,0.215,-0.057,-0.177,0.129,0.168,0.034,0.215,16,0.017125382262997,0.003465851172273,0.021916411824669
0.939,-0.055,-0.176,0.13,0.144,0.057,0.215,-0.057,-0.177,0.129,0.144,0.057,0.215,16,0.014678899082569,0.005810397553517,0.021916411824669
0.94,-0.055,-0.176,0.13,0.153,0.057,0.268,-0.057,-0.178,0.129,0.153,0.057,0.268,16,0.015596330275229,0.005810397553517,0.027319062181448
0.941,-0.055,-0.176,0.13,0.192,0.057,0.254,-0.057,-0.178,0.129,0.192,0.057,0.254,16,0.019571865443425,0.005810397553517,0.025891946992865
0.942,-0.055,-0.176,0.13,0.192,0.048,0.23,-0.056,-0.178,0.129,0.192,0.048,0.23,16,0.019571865443425,0.004892966360856,0.023445463812436
0.943,-0.055,-0.176,0.13,0.201,0.024,0.225,-0.056,-0.178,0.129,0.201,0.024,0.225,16,0.020489296636086,0.002446483180428,0.022935779816514
0.944,-0.055,-0.176,0.13,0.196,0.043,0.23,-0.056,-0.178,0.129,0.196,0.043,0.23,16,0.019979612640163,0.004383282364934,0.023445463812436
0.945,-0.055,-0.176,0.13,0.177,0.072,0.268,-0.057,-0.178,0.129,0.177,0.072,0.268,16,0.018042813455658,0.007339449541284,0.027319062181448
0.946,-0.055,-0.176,0.13,0.182,0.072,0.259,-0.057,-0.178,0.129,0.182,0.072,0.259,16,0.01855249745158,0.007339449541284,0.026401630988787
0.947,-0.055,-0.176,0.13,0.187,0.048,0.211,-0.057,-0.178,0.129,0.187,0.048,0.211,16,0.019062181447503,0.004892966360856,0.021508664627931
0.948,-0.055,-0.176,0.129,0.192,0.029,0.196,-0.057,-0.178,0.129,0.192,0.029,0.196,16,0.019571865443425,0.002956167176351,0.019979612640163
0.949,-0.055,-0.176,0.129,0.192,0.043,0.211,-0.057,-0.178,0.129,0.192,0.043,0.211,16,0.019571865443425,0.004383282364934,0.021508664627931
0.95,-0.055,-0.176,0.129,0.182,0.072,0.23,-0.057,-0.178,0.129,0.182,0.072,0.23,16,0.01855249745158,0.007339449541284,0.023445463812436
0.951,-0.055,-0.175,0.129,0.177,0.081,0.22,-0.057,-0.178,0.129,0.177,0.081,0.22,16,0.018042813455658,0.008256880733945,0.022426095820591
0.952,-0.055,-0.175,0.129,0.172,0.062,0.215,-0.058,-0.178,0.129,0.172,0.062,0.215,16,0.017533129459735,0.006320081549439,0.021916411824669
0.953,-0.056,-0.175,0.129,0.163,0.048,0.211,-0.058,-0.178,0.129,0.163,0.048,0.211,16,0.016615698267075,0.004892966360856,0.021508664627931
0.954,-0.056,-0.175,0.129,0.187,0.029,0.187,-0.058,-0.177,0.129,0.187,0.029,0.187,16,0.019062181447503,0.002956167176351,0.019062181447503
0.955,-0.056,-0.175,0.129,0.192,0.062,0.153,-0.058,-0.177,0.129,0.192,0.062,0.153,16,0.019571865443425,0.006320081549439,0.015596330275229
0.956,-0.056,-0.175,0.129,0.172,0.081,0.163,-0.058,-0.177,0.129,0.172,0.081,0.163,16,0.017533129459735,0.008256880733945,0.016615698267075
0.957,-0.056,-0.175,0.128,0.201,0.034,0.239,-0.058,-0.177,0.129,0.201,0.034,0.239,16,0.020489296636086,0.003465851172273,0.024362895005097
0.958,-0.056,-0.175,0.128,0.201,0.029,0.244,-0.058,-0.177,0.129,0.201,0.029,0.244,16,0.020489296636086,0.002956167176351,0.024872579001019
0.959,-0.056,-0.175,0.128,0.182,0.024,0.235,-0.058,-0.177,0.129,0.182,0.024,0.235,16,0.01855249745158,0.002446483180428,0.023955147808359
0.96,-0.056,-0.175,0.128,0.192,0.029,0.259,-0.059,-0.177,0.129,0.192,0.029,0.259,16,0.019571865443425,0.002956167176351,0.026401630988787
0.961,-0.056,-0.175,0.128,0.177,0.077,0.263,-0.059,-0.177,0.129,0.177,0.077,0.263,16,0.018042813455658,0.007849133537207,0.026809378185525
0.962,-0.056,-0.175,0.128,0.172,0.086,0.259,-0.059,-0.177,0.129,0.172,0.086,0.259,16,0.017533129459735,0.008766564729867,0.026401630988787
0.963,-0.056,-0.175,0.128,0.187,0.053,0.302,-0.06,-0.177,0.129,0.187,0.053,0.302,16,0.019062181447503,0.005402650356779,0.030784913353721
0.964,-0.056,-0.175,0.128,0.182,0.057,0.302,-0.06,-0.177,0.129,0.182,0.057,0.302,16,0.01855249745158,0.005810397553517,0.030784913353721
0.965,-0.056,-0.175,0.128,0.187,0.062,0.206,-0.06,-0.178,0.128,0.187,0.062,0.206,16,0.019062181447503,0.006320081549439,0.020998980632008
0.966,-0.056,-0.175,0.128,0.206,0.053,0.196,-0.06,-0.178,0.128,0.206,0.053,0.196,16,0.020998980632008,0.005402650356779,0.019979612640163
0.967,-0.056,-0.175,0.127,0.196,0.077,0.249,-0.06,-0.178,0.128,0.196,0.077,0.249,16,0.019979612640163,0.007849133537207,0.025382262996942
0.968,-0.056,-0.175,0.127,0.182,0.072,0.23,-0.06,-0.178,0.128,0.182,0.072,0.23,16,0.01855249745158,0.007339449541284,0.023445463812436
0.969,-0.056,-0.175,0.127,0.192,0.034,0.235,-0.061,-0.178,0.128,0.192,0.034,0.235,16,0.019571865443425,0.003465851172273,0.023955147808359
0.97,-0.056,-0.175,0.127,0.192,0.01,0.206,-0.061,-0.178,0.128,0.192,0.01,0.206,16,0.019571865443425,0.001019367991845,0.020998980632008
0.971,-0.056,-0.175,0.127,0.211,0.01,0.168,-0.061,-0.178,0.128,0.211,0.01,0.168,16,0.021508664627931,0.001019367991845,0.017125382262997
0.972,-0.056,-0.175,0.127,0.211,0.038,0.239,-0.061,-0.178,0.128,0.211,0.038,0.239,16,0.021508664627931,0.003873598369011,0.024362895005097
0.973,-0.057,-0.175,0.127,0.206,0.067,0.278,-0.061,-0.178,0.127,0.206,0.067,0.278,16,0.020998980632008,0.006829765545362,0.028338430173293
0.974,-0.057,-0.175,0.127,0.206,0.057,0.239,-0.061,-0.177,0.127,0.206,0.057,0.239,16,0.020998980632008,0.005810397553517,0.024362895005097
0.975,-0.057,-0.175,0.126,0.196,0.053,0.225,-0.061,-0.177,0.127,0.196,0.053,0.225,16,0.019979612640163,0.005402650356779,0.022935779816514
0.976,-0.057,-0.175,0.126,0.211,0.062,0.192,-0.061,-0.177,0.127,0.211,0.062,0.192,16,0.021508664627931,0.006320081549439,0.019571865443425
0.977,-0.057,-0.175,0.126,0.201,0.053,0.187,-0.061,-0.177,0.127,0.201,0.053,0.187,16,0.020489296636086,0.005402650356779,0.019062181447503
0.978,-0.057,-0.175,0.126,0.211,0.029,0.196,-0.061,-0.177,0.127,0.211,0.029,0.196,16,0.021508664627931,0.002956167176351,0.019979612640163
0.979,-0.057,-0.175,0.126,0.225,0.014,0.206,-0.061,-0.177,0.126,0.225,0.014,0.206,16,0.022935779816514,0.001427115188583,0.020998980632008
0.98,-0.057,-0.175,0.126,0.215,0.043,0.244,-0.061,-0.177,0.126,0.215,0.043,0.244,16,0.021916411824669,0.004383282364934,0.024872579001019
0.981,-0.057,-0.175,0.126,0.192,0.024,0.239,-0.06,-0.177,0.126,0.192,0.024,0.239,16,0.019571865443425,0.002446483180428,0.024362895005097
0.982,-0.057,-0.175,0.125,0.168,0.029,0.215,-0.06,-0.177,0.126,0.168,0.029,0.215,16,0.017125382262997,0.002956167176351,0.021916411824669
0.983,-0.057,-0.175,0.125,0.182,0.062,0.215,-0.06,-0.177,0.125,0.182,0.062,0.215,16,0.01855249745158,0.006320081549439,0.021916411824669
0.984,-0.057,-0.175,0.125,0.187,0.043,0.244,-0.06,-0.177,0.125,0.187,0.043,0.244,16,0.019062181447503,0.004383282364934,0.024872579001019
0.985,-0.057,-0.175,0.125,0.153,0.034,0.211,-0.06,-0.177,0.125,0.153,0.034,0.211,16,0.015596330275229,0.003465851172273,0.021508664627931
0.986,-0.057,-0.175,0.125,0.192,0.053,0.211,-0.06,-0.177,0.125,0.192,0.053,0.211,16,0.019571865443425,0.005402650356779,0.021508664627931
0.987,-0.057,-0.175,0.125,0.201,0.067,0.273,-0.06,-0.177,0.125,0.201,0.067,0.273,16,0.020489296636086,0.006829765545362,0.02782874617737
0.988,-0.057,-0.175,0.124,0.158,0.043,0.273,-0.06,-0.177,0.125,0.158,0.043,0.273,16,0.016106014271152,0.004383282364934,0.02782874617737
0.989,-0.058,-0.175,0.124,0.168,0.048,0.23,-0.06,-0.176,0.125,0.168,0.048,0.23,16,0.017125382262997,0.004892966360856,0.023445463812436
0.99,-0.058,-0.175,0.124,0.187,0.053,0.22,-0.06,-0.176,0.125,0.187,0.053,0.22,16,0.019062181447503,0.005402650356779,0.022426095820591
0.991,-0.058,-0.175,0.124,0.196,0.043,0.244,-0.06,-0.176,0.124,0.196,0.043,0.244,16,0.019979612640163,0.004383282364934,0.024872579001019
0.992,-0.058,-0.175,0.124,0.192,0.043,0.215,-0.06,-0.176,0.124,0.192,0.043,0.215,16,0.019571865443425,0.004383282364934,0.021916411824669
0.993,-0.058,-0.175,0.124,0.22,0.043,0.187,-0.06,-0.176,0.124,0.22,0.043,0.187,16,0.022426095820591,0.004383282364934,0.019062181447503
0.994,-0.058,-0.175,0.124,0.211,0.048,0.225,-0.06,-0.176,0.124,0.211,0.048,0.225,16,0.021508664627931,0.004892966360856,0.022935779816514
0.995,-0.058,-0.175,0.124,0.211,0.067,0.263,-0.06,-0.176,0.124,0.211,0.067,0.263,16,0.021508664627931,0.006829765545362,0.026809378185525
0.996,-0.059,-0.175,0.124,0.225,0.048,0.254,-0.06,-0.176,0.124,0.225,0.048,0.254,16,0.022935779816514,0.004892966360856,0.025891946992865
0.997,-0.059,-0.175,0.124,0.201,0.034,0.254,-0.06,-0.176,0.124,0.201,0.034,0.254,16,0.020489296636086,0.003465851172273,0.025891946992865
0.998,-0.059,-0.175,0.123,0.187,0.057,0.244,-0.06,-0.176,0.124,0.187,0.057,0.244,16,0.019062181447503,0.005810397553517,0.024872579001019
0.999,-0.059,-0.175,0.123,0.172,0.067,0.187,-0.06,-0.176,0.124,0.172,0.067,0.187,16,0.017533129459735,0.006829765545362,0.019062181447503
1,-0.059,-0.175,0.123,0.177,0.086,0.22,-0.06,-0.176,0.124,0.177,0.086,0.22,16,0.018042813455658,0.008766564729867,0.022426095820591
1.001,-0.059,-0.175,0.123,0.211,0.081,0.244,-0.06,-0.176,0.124,0.211,0.081,0.244,16,0.021508664627931,0.008256880733945,0.024872579001019
1.002,-0.059,-0.175,0.123,0.211,0.057,0.201,-0.061,-0.176,0.124,0.211,0.057,0.201,16,0.021508664627931,0.005810397553517,0.020489296636086
1.003,-0.059,-0.175,0.124,0.201,0.067,0.182,-0.061,-0.176,0.124,0.201,0.067,0.182,16,0.020489296636086,0.006829765545362,0.01855249745158
1.004,-0.059,-0.175,0.124,0.211,0.072,0.177,-0.061,-0.176,0.124,0.211,0.072,0.177,16,0.021508664627931,0.007339449541284,0.018042813455658
1.005,-0.059,-0.175,0.124,0.215,0.043,0.172,-0.061,-0.176,0.124,0.215,0.043,0.172,16,0.021916411824669,0.004383282364934,0.017533129459735
1.006,-0.059,-0.175,0.124,0.215,0.019,0.201,-0.061,-0.176,0.124,0.215,0.019,0.201,16,0.021916411824669,0.001936799184506,0.020489296636086
1.007,-0.06,-0.175,0.124,0.192,0.029,0.239,-0.061,-0.176,0.124,0.192,0.029,0.239,16,0.019571865443425,0.002956167176351,0.024362895005097
1.008,-0.06,-0.175,0.124,0.182,0.057,0.206,-0.061,-0.176,0.124,0.182,0.057,0.206,16,0.01855249745158,0.005810397553517,0.020998980632008
1.009,-0.06,-0.175,0.124,0.201,0.062,0.163,-0.061,-0.176,0.125,0.201,0.062,0.163,16,0.020489296636086,0.006320081549439,0.016615698267075
1.01,-0.06,-0.175,0.124,0.225,0.038,0.225,-0.062,-0.176,0.125,0.225,0.038,0.225,16,0.022935779816514,0.003873598369011,0.022935779816514
1.011,-0.06,-0.175,0.124,0.239,0.038,0.297,-0.062,-0.176,0.125,0.239,0.038,0.297,16,0.024362895005097,0.003873598369011,0.030275229357798
1.012,-0.06,-0.174,0.124,0.206,0.038,0.263,-0.062,-0.176,0.125,0.206,0.038,0.263,16,0.020998980632008,0.003873598369011,0.026809378185525
1.013,-0.06,-0.174,0.124,0.168,0.01,0.244,-0.062,-0.176,0.125,0.168,0.01,0.244,16,0.017125382262997,0.001019367991845,0.024872579001019
1.014,-0.06,-0.174,0.124,0.196,0.005,0.263,-0.062,-0.176,0.126,0.196,0.005,0.263,16,0.019979612640163,0.000509683995923,0.026809378185525
1.015,-0.06,-0.174,0.124,0.211,0.077,0.278,-0.063,-0.176,0.126,0.211,0.077,0.278,16,0.021508664627931,0.007849133537207,0.028338430173293
1.016,-0.06,-0.174,0.124,0.177,0.105,0.249,-0.063,-0.176,0.126,0.177,0.105,0.249,16,0.018042813455658,0.010703363914373,0.025382262996942
1.017,-0.06,-0.174,0.125,0.192,0.072,0.211,-0.063,-0.176,0.126,0.192,0.072,0.211,16,0.019571865443425,0.007339449541284,0.021508664627931
1.018,-0.06,-0.174,0.125,0.196,0.057,0.239,-0.063,-0.176,0.126,0.196,0.057,0.239,16,0.019979612640163,0.005810397553517,0.024362895005097
1.019,-0.06,-0.174,0.125,0.192,0.043,0.278,-0.063,-0.176,0.127,0.192,0.043,0.278,16,0.019571865443425,0.004383282364934,0.028338430173293
1.02,-0.061,-0.174,0.125,0.211,0.034,0.278,-0.063,-0.176,0.127,0.211,0.034,0.278,16,0.021508664627931,0.003465851172273,0.028338430173293
1.021,-0.061,-0.174,0.125,0.177,0.067,0.259,-0.063,-0.177,0.127,0.177,0.067,0.259,16,0.018042813455658,0.006829765545362,0.026401630988787
1.022,-0.061,-0.175,0.126,0.177,0.057,0.22,-0.063,-0.177,0.127,0.177,0.057,0.22,16,0.018042813455658,0.005810397553517,0.022426095820591
1.023,-0.061,-0.175,0.126,0.182,0.043,0.177,-0.063,-0.177,0.127,0.182,0.043,0.177,16,0.01855249745158,0.004383282364934,0.018042813455658
1.024,-0.061,-0.175,0.126,0.163,0.081,0.168,-0.063,-0.177,0.127,0.163,0.081,0.168,16,0.016615698267075,0.008256880733945,0.017125382262997
1.025,-0.061,-0.175,0.126,0.201,0.067,0.196,-0.063,-0.177,0.127,0.201,0.067,0.196,16,0.020489296636086,0.006829765545362,0.019979612640163
1.026,-0.06,-0.174,0.126,0.192,0.043,0.192,-0.063,-0.177,0.127,0.192,0.043,0.192,16,0.019571865443425,0.004383282364934,0.019571865443425
1.027,-0.06,-0.174,0.126,0.168,0.057,0.196,-0.063,-0.177,0.127,0.168,0.057,0.196,16,0.017125382262997,0.005810397553517,0.019979612640163
1.028,-0.06,-0.174,0.127,0.187,0.043,0.211,-0.063,-0.177,0.127,0.187,0.043,0.211,16,0.019062181447503,0.004383282364934,0.021508664627931
1.029,-0.06,-0.174,0.127,0.187,0.048,0.22,-0.063,-0.177,0.127,0.187,0.048,0.22,16,0.019062181447503,0.004892966360856,0.022426095820591
1.03,-0.06,-0.174,0.127,0.177,0.081,0.201,-0.063,-0.177,0.127,0.177,0.081,0.201,16,0.018042813455658,0.008256880733945,0.020489296636086
1.031,-0.06,-0.175,0.127,0.187,0.086,0.192,-0.063,-0.177,0.127,0.187,0.086,0.192,16,0.019062181447503,0.008766564729867,0.019571865443425
1.032,-0.06,-0.175,0.127,0.172,0.057,0.215,-0.063,-0.177,0.127,0.172,0.057,0.215,16,0.017533129459735,0.005810397553517,0.021916411824669
1.033,-0.061,-0.175,0.127,0.158,0.062,0.239,-0.063,-0.177,0.127,0.158,0.062,0.239,16,0.016106014271152,0.006320081549439,0.024362895005097
1.034,-0.061,-0.175,0.127,0.177,0.062,0.235,-0.063,-0.177,0.127,0.177,0.062,0.235,16,0.018042813455658,0.006320081549439,0.023955147808359
1.035,-0.061,-0.175,0.127,0.196,0.053,0.22,-0.064,-0.177,0.127,0.196,0.053,0.22,16,0.019979612640163,0.005402650356779,0.022426095820591
1.036,-0.061,-0.175,0.128,0.196,0.053,0.206,-0.064,-0.178,0.127,0.196,0.053,0.206,16,0.019979612640163,0.005402650356779,0.020998980632008
1.037,-0.061,-0.175,0.128,0.192,0.067,0.211,-0.064,-0.178,0.127,0.192,0.067,0.211,16,0.019571865443425,0.006829765545362,0.021508664627931
1.038,-0.061,-0.175,0.128,0.177,0.062,0.22,-0.064,-0.178,0.127,0.177,0.062,0.22,16,0.018042813455658,0.006320081549439,0.022426095820591
1.039,-0.061,-0.175,0.128,0.158,0.043,0.182,-0.064,-0.178,0.127,0.158,0.043,0.182,16,0.016106014271152,0.004383282364934,0.01855249745158
1.04,-0.061,-0.175,0.128,0.177,0.062,0.172,-0.064,-0.178,0.127,0.177,0.062,0.172,16,0.018042813455658,0.006320081549439,0.017533129459735
1.041,-0.061,-0.175,0.128,0.177,0.053,0.192,-0.064,-0.178,0.127,0.177,0.053,0.192,16,0.018042813455658,0.005402650356779,0.019571865443425
1.042,-0.061,-0.175,0.128,0.182,0.048,0.192,-0.064,-0.178,0.127,0.182,0.048,0.192,16,0.01855249745158,0.004892966360856,0.019571865443425
1.043,-0.061,-0.175,0.128,0.187,0.077,0.22,-0.065,-0.178,0.127,0.187,0.077,0.22,16,0.019062181447503,0.007849133537207,0.022426095820591
1.044,-0.062,-0.175,0.128,0.172,0.072,0.263,-0.065,-0.178,0.127,0.172,0.072,0.263,16,0.017533129459735,0.007339449541284,0.026809378185525
1.045,-0.062,-0.175,0.128,0.153,0.057,0.249,-0.065,-0.178,0.127,0.153,0.057,0.249,16,0.015596330275229,0.005810397553517,0.025382262996942
1.046,-0.062,-0.175,0.127,0.148,0.024,0.254,-0.065,-0.178,0.128,0.148,0.024,0.254,16,0.015086646279307,0.002446483180428,0.025891946992865
1.047,-0.062,-0.175,0.127,0.187,0.01,0.235,-0.065,-0.178,0.128,0.187,0.01,0.235,16,0.019062181447503,0.001019367991845,0.023955147808359
1.048,-0.062,-0.175,0.127,0.225,0.057,0.196,-0.065,-0.178,0.128,0.225,0.057,0.196,16,0.022935779816514,0.005810397553517,0.019979612640163
1.049,-0.062,-0.175,0.127,0.215,0.048,0.235,-0.065,-0.177,0.128,0.215,0.048,0.235,16,0.021916411824669,0.004892966360856,0.023955147808359
1.05,-0.062,-0.175,0.127,0.168,0.019,0.259,-0.065,-0.177,0.128,0.168,0.019,0.259,16,0.017125382262997,0.001936799184506,0.026401630988787
1.051,-0.062,-0.175,0.127,0.172,0.019,0.249,-0.065,-0.177,0.128,0.172,0.019,0.249,16,0.017533129459735,0.001936799184506,0.025382262996942
1.052,-0.062,-0.174,0.127,0.192,0.038,0.254,-0.065,-0.177,0.128,0.192,0.038,0.254,16,0.019571865443425,0.003873598369011,0.025891946992865
1.053,-0.062,-0.174,0.127,0.177,0.062,0.249,-0.065,-0.177,0.128,0.177,0.062,0.249,16,0.018042813455658,0.006320081549439,0.025382262996942
1.054,-0.062,-0.174,0.127,0.163,0.067,0.239,-0.066,-0.177,0.128,0.163,0.067,0.239,16,0.016615698267075,0.006829765545362,0.024362895005097
1.055,-0.062,-0.174,0.126,0.158,0.057,0.225,-0.065,-0.177,0.128,0.158,0.057,0.225,16,0.016106014271152,0.005810397553517,0.022935779816514
1.056,-0.062,-0.174,0.126,0.177,0.072,0.235,-0.065,-0.177,0.128,0.177,0.072,0.235,16,0.018042813455658,0.007339449541284,0.023955147808359
1.057,-0.062,-0.174,0.126,0.201,0.067,0.239,-0.065,-0.177,0.128,0.201,0.067,0.239,16,0.020489296636086,0.006829765545362,0.024362895005097
1.058,-0.062,-0.174,0.126,0.163,0.067,0.206,-0.065,-0.177,0.128,0.163,0.067,0.206,16,0.016615698267075,0.006829765545362,0.020998980632008
1.059,-0.063,-0.174,0.126,0.158,0.062,0.172,-0.065,-0.177,0.128,0.158,0.062,0.172,16,0.016106014271152,0.006320081549439,0.017533129459735
1.06,-0.063,-0.174,0.126,0.206,0.053,0.206,-0.065,-0.177,0.128,0.206,0.053,0.206,16,0.020998980632008,0.005402650356779,0.020998980632008
1.061,-0.063,-0.174,0.126,0.187,0.038,0.23,-0.065,-0.176,0.128,0.187,0.038,0.23,16,0.019062181447503,0.003873598369011,0.023445463812436
1.062,-0.063,-0.174,0.126,0.168,0.024,0.23,-0.065,-0.176,0.128,0.168,0.024,0.23,16,0.017125382262997,0.002446483180428,0.023445463812436
1.063,-0.063,-0.174,0.126,0.177,0.053,0.259,-0.065,-0.176,0.127,0.177,0.053,0.259,16,0.018042813455658,0.005402650356779,0.026401630988787
1.064,-0.063,-0.174,0.125,0.182,0.081,0.273,-0.065,-0.176,0.127,0.182,0.081,0.273,16,0.01855249745158,0.008256880733945,0.02782874617737
1.065,-0.063,-0.174,0.125,0.192,0.081,0.278,-0.065,-0.176,0.127,0.192,0.081,0.278,16,0.019571865443425,0.008256880733945,0.028338430173293
1.066,-0.063,-0.174,0.125,0.192,0.038,0.249,-0.065,-0.176,0.127,0.192,0.038,0.249,16,0.019571865443425,0.003873598369011,0.025382262996942
1.067,-0.063,-0.174,0.125,0.196,0.048,0.206,-0.066,-0.176,0.127,0.196,0.048,0.206,16,0.019979612640163,0.004892966360856,0.020998980632008
1.068,-0.063,-0.174,0.125,0.196,0.057,0.187,-0.066,-0.176,0.127,0.196,0.057,0.187,16,0.019979612640163,0.005810397553517,0.019062181447503
