time,gyrx,gyry,gyrz,rol,pit,yaw,accx,accy,accz,vCmds,,,,gforcex,gforcey,gforcez
0.444,-0.046,-0.185,0.014,0.196,0.062,0.148,-0.048,-0.187,0.014,0.196,0.062,0.148,16,0.019979612640163,0.006320081549439,0.015086646279307
0.445,-0.045,-0.185,0.015,0.206,0.086,0.168,-0.048,-0.187,0.015,0.206,0.086,0.168,16,0.020998980632008,0.008766564729867,0.017125382262997
0.446,-0.045,-0.185,0.015,0.201,0.072,0.177,-0.048,-0.187,0.015,0.201,0.072,0.177,16,0.020489296636086,0.007339449541284,0.018042813455658
0.447,-0.045,-0.185,0.015,0.168,0.057,0.158,-0.048,-0.187,0.015,0.168,0.057,0.158,16,0.017125382262997,0.005810397553517,0.016106014271152
0.448,-0.045,-0.185,0.016,0.144,0.086,0.192,-0.047,-0.187,0.016,0.144,0.086,0.192,16,0.014678899082569,0.008766564729867,0.019571865443425
0.449,-0.045,-0.185,0.016,0.153,0.077,0.196,-0.047,-0.187,0.016,0.153,0.077,0.196,16,0.015596330275229,0.007849133537207,0.019979612640163
0.45,-0.045,-0.185,0.016,0.168,0.043,0.158,-0.047,-0.187,0.016,0.168,0.043,0.158,16,0.017125382262997,0.004383282364934,0.016106014271152
0.451,-0.045,-0.185,0.016,0.172,0.019,0.096,-0.047,-0.187,0.016,0.172,0.019,0.096,16,0.017533129459735,0.001936799184506,0.009785932721713
0.452,-0.045,-0.185,0.016,0.172,0.019,0.091,-0.047,-0.187,0.016,0.172,0.019,0.091,16,0.017533129459735,0.001936799184506,0.00927624872579
0.453,-0.045,-0.185,0.016,0.177,0.048,0.12,-0.047,-0.187,0.016,0.177,0.048,0.12,16,0.018042813455658,0.004892966360856,0.012232415902141
0.454,-0.045,-0.185,0.016,0.163,0.057,0.12,-0.047,-0.187,0.016,0.163,0.057,0.12,16,0.016615698267075,0.005810397553517,0.012232415902141
0.455,-0.045,-0.185,0.016,0.144,0.048,0.168,-0.048,-0.187,0.016,0.144,0.048,0.168,16,0.014678899082569,0.004892966360856,0.017125382262997
0.456,-0.045,-0.186,0.016,0.158,0.043,0.206,-0.048,-0.188,0.016,0.158,0.043,0.206,16,0.016106014271152,0.004383282364934,0.020998980632008
0.457,-0.045,-0.186,0.015,0.187,0.019,0.177,-0.048,-0.188,0.016,0.187,0.019,0.177,16,0.019062181447503,0.001936799184506,0.018042813455658
0.458,-0.045,-0.186,0.015,0.177,0.029,0.139,-0.048,-0.188,0.016,0.177,0.029,0.139,16,0.018042813455658,0.002956167176351,0.014169215086646
0.459,-0.046,-0.186,0.014,0.153,0.029,0.187,-0.048,-0.188,0.015,0.153,0.029,0.187,16,0.015596330275229,0.002956167176351,0.019062181447503
0.46,-0.046,-0.186,0.014,0.187,0.005,0.22,-0.049,-0.188,0.015,0.187,0.005,0.22,16,0.019062181447503,0.000509683995923,0.022426095820591
0.461,-0.046,-0.186,0.013,0.196,0.019,0.158,-0.049,-0.188,0.015,0.196,0.019,0.158,16,0.019979612640163,0.001936799184506,0.016106014271152
0.462,-0.046,-0.186,0.013,0.192,0.029,0.196,-0.049,-0.188,0.014,0.192,0.029,0.196,16,0.019571865443425,0.002956167176351,0.019979612640163
0.463,-0.046,-0.187,0.012,0.201,0.019,0.196,-0.049,-0.188,0.014,0.201,0.019,0.196,16,0.020489296636086,0.001936799184506,0.019979612640163
0.464,-0.046,-0.187,0.012,0.177,0.024,0.12,-0.049,-0.189,0.013,0.177,0.024,0.12,16,0.018042813455658,0.002446483180428,0.012232415902141
0.465,-0.046,-0.187,0.011,0.168,0.057,0.115,-0.05,-0.189,0.013,0.168,0.057,0.115,16,0.017125382262997,0.005810397553517,0.011722731906218
0.466,-0.046,-0.187,0.01,0.192,0.043,0.134,-0.05,-0.189,0.012,0.192,0.043,0.134,16,0.019571865443425,0.004383282364934,0.013659531090724
0.467,-0.046,-0.187,0.01,0.177,0.024,0.153,-0.05,-0.189,0.011,0.177,0.024,0.153,16,0.018042813455658,0.002446483180428,0.015596330275229
0.468,-0.046,-0.187,0.009,0.168,-0.01,0.153,-0.05,-0.189,0.011,0.168,-0.01,0.153,16,0.017125382262997,-0.001019367991845,0.015596330275229
0.469,-0.046,-0.187,0.009,0.177,-0.034,0.148,-0.05,-0.189,0.01,0.177,-0.034,0.148,16,0.018042813455658,-0.003465851172273,0.015086646279307
0.47,-0.046,-0.187,0.008,0.182,-0.014,0.172,-0.05,-0.19,0.01,0.182,-0.014,0.172,16,0.01855249745158,-0.001427115188583,0.017533129459735
0.471,-0.046,-0.188,0.008,0.201,0.01,0.172,-0.05,-0.19,0.009,0.201,0.01,0.172,16,0.020489296636086,0.001019367991845,0.017533129459735
0.472,-0.046,-0.188,0.007,0.182,0.034,0.096,-0.05,-0.19,0.008,0.182,0.034,0.096,16,0.01855249745158,0.003465851172273,0.009785932721713
0.473,-0.046,-0.188,0.007,0.168,0.034,0.124,-0.05,-0.19,0.008,0.168,0.034,0.124,16,0.017125382262997,0.003465851172273,0.012640163098879
0.474,-0.046,-0.188,0.006,0.177,0.024,0.235,-0.05,-0.19,0.008,0.177,0.024,0.235,16,0.018042813455658,0.002446483180428,0.023955147808359
0.475,-0.046,-0.188,0.006,0.206,0.067,0.22,-0.05,-0.19,0.007,0.206,0.067,0.22,16,0.020998980632008,0.006829765545362,0.022426095820591
0.476,-0.046,-0.188,0.006,0.22,0.086,0.153,-0.05,-0.191,0.007,0.22,0.086,0.153,16,0.022426095820591,0.008766564729867,0.015596330275229
0.477,-0.046,-0.188,0.006,0.211,0.043,0.124,-0.05,-0.191,0.007,0.211,0.043,0.124,16,0.021508664627931,0.004383282364934,0.012640163098879
0.478,-0.046,-0.188,0.006,0.201,0.048,0.139,-0.05,-0.191,0.007,0.201,0.048,0.139,16,0.020489296636086,0.004892966360856,0.014169215086646
0.479,-0.046,-0.189,0.006,0.182,0.072,0.139,-0.05,-0.191,0.007,0.182,0.072,0.139,16,0.01855249745158,0.007339449541284,0.014169215086646
0.48,-0.046,-0.189,0.007,0.206,0.057,0.124,-0.05,-0.191,0.007,0.206,0.057,0.124,16,0.020998980632008,0.005810397553517,0.012640163098879
0.481,-0.045,-0.189,0.007,0.206,0.034,0.12,-0.05,-0.191,0.007,0.206,0.034,0.12,16,0.020998980632008,0.003465851172273,0.012232415902141
0.482,-0.045,-0.189,0.008,0.206,0.053,0.091,-0.05,-0.192,0.008,0.206,0.053,0.091,16,0.020998980632008,0.005402650356779,0.00927624872579
0.483,-0.045,-0.189,0.008,0.23,0.062,0.091,-0.049,-0.192,0.008,0.23,0.062,0.091,16,0.023445463812436,0.006320081549439,0.00927624872579
0.484,-0.045,-0.189,0.009,0.254,0.038,0.086,-0.049,-0.192,0.009,0.254,0.038,0.086,16,0.025891946992865,0.003873598369011,0.008766564729867
0.485,-0.045,-0.189,0.01,0.254,0.048,0.153,-0.049,-0.192,0.009,0.254,0.048,0.153,16,0.025891946992865,0.004892966360856,0.015596330275229
0.486,-0.045,-0.19,0.011,0.23,0.038,0.172,-0.049,-0.192,0.01,0.23,0.038,0.172,16,0.023445463812436,0.003873598369011,0.017533129459735
0.487,-0.045,-0.19,0.012,0.22,0.034,0.144,-0.049,-0.192,0.011,0.22,0.034,0.144,16,0.022426095820591,0.003465851172273,0.014678899082569
0.488,-0.045,-0.19,0.013,0.211,0.029,0.192,-0.049,-0.192,0.012,0.211,0.029,0.192,16,0.021508664627931,0.002956167176351,0.019571865443425
0.489,-0.045,-0.19,0.014,0.225,0.014,0.211,-0.049,-0.192,0.013,0.225,0.014,0.211,16,0.022935779816514,0.001427115188583,0.021508664627931
0.49,-0.045,-0.19,0.016,0.215,0.029,0.192,-0.049,-0.192,0.015,0.215,0.029,0.192,16,0.021916411824669,0.002956167176351,0.019571865443425
0.491,-0.045,-0.19,0.018,0.235,0.038,0.153,-0.049,-0.193,0.016,0.235,0.038,0.153,16,0.023955147808359,0.003873598369011,0.015596330275229
0.492,-0.045,-0.19,0.019,0.249,0.048,0.139,-0.049,-0.193,0.018,0.249,0.048,0.139,16,0.025382262996942,0.004892966360856,0.014169215086646
0.493,-0.045,-0.19,0.021,0.211,0.077,0.158,-0.048,-0.193,0.02,0.211,0.077,0.158,16,0.021508664627931,0.007849133537207,0.016106014271152
0.494,-0.045,-0.191,0.023,0.211,0.086,0.172,-0.048,-0.193,0.021,0.211,0.086,0.172,16,0.021508664627931,0.008766564729867,0.017533129459735
0.495,-0.045,-0.191,0.025,0.244,0.057,0.168,-0.048,-0.193,0.023,0.244,0.057,0.168,16,0.024872579001019,0.005810397553517,0.017125382262997
0.496,-0.045,-0.191,0.027,0.235,0.014,0.192,-0.048,-0.193,0.025,0.235,0.014,0.192,16,0.023955147808359,0.001427115188583,0.019571865443425
0.497,-0.045,-0.191,0.03,0.211,0.024,0.134,-0.048,-0.193,0.028,0.211,0.024,0.134,16,0.021508664627931,0.002446483180428,0.013659531090724
0.498,-0.045,-0.191,0.032,0.23,0.072,0.105,-0.048,-0.193,0.03,0.23,0.072,0.105,16,0.023445463812436,0.007339449541284,0.010703363914373
0.499,-0.045,-0.191,0.035,0.249,0.077,0.153,-0.048,-0.193,0.032,0.249,0.077,0.153,16,0.025382262996942,0.007849133537207,0.015596330275229
0.5,-0.045,-0.191,0.037,0.249,0.086,0.153,-0.048,-0.193,0.035,0.249,0.086,0.153,16,0.025382262996942,0.008766564729867,0.015596330275229
0.501,-0.045,-0.191,0.04,0.23,0.081,0.192,-0.048,-0.193,0.037,0.23,0.081,0.192,16,0.023445463812436,0.008256880733945,0.019571865443425
0.502,-0.045,-0.191,0.043,0.206,0.072,0.244,-0.048,-0.193,0.04,0.206,0.072,0.244,16,0.020998980632008,0.007339449541284,0.024872579001019
0.503,-0.045,-0.191,0.046,0.23,0.081,0.249,-0.048,-0.193,0.043,0.23,0.081,0.249,16,0.023445463812436,0.008256880733945,0.025382262996942
0.504,-0.045,-0.191,0.049,0.244,0.081,0.211,-0.048,-0.194,0.045,0.244,0.081,0.211,16,0.024872579001019,0.008256880733945,0.021508664627931
0.505,-0.045,-0.191,0.052,0.239,0.086,0.215,-0.048,-0.193,0.048,0.239,0.086,0.215,16,0.024362895005097,0.008766564729867,0.021916411824669
0.506,-0.045,-0.191,0.055,0.215,0.072,0.182,-0.048,-0.193,0.051,0.215,0.072,0.182,16,0.021916411824669,0.007339449541284,0.01855249745158
0.507,-0.045,-0.191,0.058,0.215,0.067,0.124,-0.048,-0.193,0.054,0.215,0.067,0.124,16,0.021916411824669,0.006829765545362,0.012640163098879
0.508,-0.045,-0.191,0.061,0.22,0.077,0.115,-0.047,-0.193,0.057,0.22,0.077,0.115,16,0.022426095820591,0.007849133537207,0.011722731906218
0.509,-0.045,-0.191,0.064,0.192,0.062,0.144,-0.047,-0.193,0.06,0.192,0.062,0.144,16,0.019571865443425,0.006320081549439,0.014678899082569
0.51,-0.045,-0.191,0.068,0.201,0.034,0.163,-0.047,-0.193,0.064,0.201,0.034,0.163,16,0.020489296636086,0.003465851172273,0.016615698267075
0.511,-0.045,-0.191,0.068,0.239,0.024,0.153,-0.048,-0.194,0.067,0.239,0.024,0.153,16,0.024362895005097,0.002446483180428,0.015596330275229
0.512,-0.045,-0.191,0.071,0.215,0.053,0.144,-0.048,-0.194,0.07,0.215,0.053,0.144,16,0.021916411824669,0.005402650356779,0.014678899082569
0.513,-0.045,-0.191,0.074,0.196,0.101,0.091,-0.048,-0.194,0.074,0.196,0.101,0.091,16,0.019979612640163,0.010295616717635,0.00927624872579
0.514,-0.045,-0.191,0.077,0.211,0.091,0.067,-0.048,-0.194,0.077,0.211,0.091,0.067,16,0.021508664627931,0.00927624872579,0.006829765545362
0.515,-0.045,-0.191,0.08,0.211,0.057,0.163,-0.048,-0.193,0.08,0.211,0.057,0.163,16,0.021508664627931,0.005810397553517,0.016615698267075
0.516,-0.045,-0.191,0.084,0.23,0.062,0.239,-0.047,-0.193,0.083,0.23,0.062,0.239,16,0.023445463812436,0.006320081549439,0.024362895005097
0.517,-0.045,-0.191,0.087,0.22,0.077,0.196,-0.047,-0.193,0.087,0.22,0.077,0.196,16,0.022426095820591,0.007849133537207,0.019979612640163
0.518,-0.045,-0.191,0.09,0.211,0.077,0.153,-0.047,-0.193,0.09,0.211,0.077,0.153,16,0.021508664627931,0.007849133537207,0.015596330275229
0.519,-0.044,-0.191,0.093,0.206,0.091,0.201,-0.047,-0.193,0.093,0.206,0.091,0.201,16,0.020998980632008,0.00927624872579,0.020489296636086
0.52,-0.044,-0.191,0.096,0.187,0.086,0.177,-0.047,-0.193,0.096,0.187,0.086,0.177,16,0.019062181447503,0.008766564729867,0.018042813455658
0.521,-0.044,-0.191,0.099,0.172,0.043,0.148,-0.047,-0.193,0.099,0.172,0.043,0.148,16,0.017533129459735,0.004383282364934,0.015086646279307
0.522,-0.044,-0.191,0.102,0.177,0.043,0.182,-0.047,-0.193,0.102,0.177,0.043,0.182,16,0.018042813455658,0.004383282364934,0.01855249745158
0.523,-0.044,-0.191,0.105,0.192,0.053,0.163,-0.047,-0.193,0.105,0.192,0.053,0.163,16,0.019571865443425,0.005402650356779,0.016615698267075
0.524,-0.044,-0.191,0.107,0.192,0.024,0.158,-0.047,-0.193,0.108,0.192,0.024,0.158,16,0.019571865443425,0.002446483180428,0.016106014271152
0.525,-0.044,-0.191,0.11,0.192,0.029,0.206,-0.047,-0.193,0.11,0.192,0.029,0.206,16,0.019571865443425,0.002956167176351,0.020998980632008
0.526,-0.044,-0.191,0.113,0.206,0.057,0.244,-0.047,-0.193,0.113,0.206,0.057,0.244,16,0.020998980632008,0.005810397553517,0.024872579001019
0.527,-0.044,-0.191,0.115,0.192,0.053,0.239,-0.047,-0.193,0.116,0.192,0.053,0.239,16,0.019571865443425,0.005402650356779,0.024362895005097
0.528,-0.044,-0.19,0.118,0.163,0.067,0.206,-0.047,-0.193,0.118,0.163,0.067,0.206,16,0.016615698267075,0.006829765545362,0.020998980632008
0.529,-0.044,-0.19,0.12,0.177,0.062,0.163,-0.047,-0.193,0.12,0.177,0.062,0.163,16,0.018042813455658,0.006320081549439,0.016615698267075
0.53,-0.043,-0.19,0.122,0.172,0.062,0.177,-0.046,-0.193,0.123,0.172,0.062,0.177,16,0.017533129459735,0.006320081549439,0.018042813455658
0.531,-0.043,-0.19,0.125,0.177,0.101,0.206,-0.046,-0.193,0.125,0.177,0.101,0.206,16,0.018042813455658,0.010295616717635,0.020998980632008
0.532,-0.043,-0.19,0.127,0.177,0.091,0.192,-0.046,-0.192,0.127,0.177,0.091,0.192,16,0.018042813455658,0.00927624872579,0.019571865443425
0.533,-0.043,-0.19,0.128,0.158,0.067,0.206,-0.046,-0.192,0.129,0.158,0.067,0.206,16,0.016106014271152,0.006829765545362,0.020998980632008
0.534,-0.043,-0.19,0.13,0.153,0.062,0.187,-0.046,-0.192,0.131,0.153,0.062,0.187,16,0.015596330275229,0.006320081549439,0.019062181447503
0.535,-0.043,-0.19,0.132,0.158,0.053,0.163,-0.046,-0.192,0.132,0.158,0.053,0.163,16,0.016106014271152,0.005402650356779,0.016615698267075
0.536,-0.043,-0.189,0.133,0.163,0.077,0.148,-0.046,-0.192,0.134,0.163,0.077,0.148,16,0.016615698267075,0.007849133537207,0.015086646279307
0.537,-0.042,-0.189,0.135,0.168,0.072,0.139,-0.046,-0.192,0.135,0.168,0.072,0.139,16,0.017125382262997,0.007339449541284,0.014169215086646
0.538,-0.042,-0.189,0.136,0.172,0.048,0.134,-0.046,-0.192,0.136,0.172,0.048,0.134,16,0.017533129459735,0.004892966360856,0.013659531090724
0.539,-0.042,-0.189,0.137,0.187,0.038,0.153,-0.046,-0.192,0.137,0.187,0.038,0.153,16,0.019062181447503,0.003873598369011,0.015596330275229
0.54,-0.042,-0.189,0.138,0.192,0.043,0.153,-0.046,-0.192,0.138,0.192,0.043,0.153,16,0.019571865443425,0.004383282364934,0.015596330275229
0.541,-0.042,-0.189,0.138,0.182,0.067,0.096,-0.046,-0.191,0.139,0.182,0.067,0.096,16,0.01855249745158,0.006829765545362,0.009785932721713
0.542,-0.042,-0.189,0.139,0.182,0.057,0.101,-0.046,-0.191,0.14,0.182,0.057,0.101,16,0.01855249745158,0.005810397553517,0.010295616717635
0.543,-0.042,-0.188,0.139,0.196,0.053,0.168,-0.046,-0.191,0.14,0.196,0.053,0.168,16,0.019979612640163,0.005402650356779,0.017125382262997
0.544,-0.042,-0.188,0.14,0.177,0.029,0.187,-0.046,-0.191,0.141,0.177,0.029,0.187,16,0.018042813455658,0.002956167176351,0.019062181447503
0.545,-0.042,-0.188,0.14,0.196,0.019,0.158,-0.046,-0.19,0.141,0.196,0.019,0.158,16,0.019979612640163,0.001936799184506,0.016106014271152
0.546,-0.042,-0.188,0.14,0.211,0.053,0.172,-0.046,-0.19,0.141,0.211,0.053,0.172,16,0.021508664627931,0.005402650356779,0.017533129459735
0.547,-0.042,-0.188,0.14,0.177,0.086,0.168,-0.046,-0.19,0.141,0.177,0.086,0.168,16,0.018042813455658,0.008766564729867,0.017125382262997
0.548,-0.042,-0.188,0.14,0.192,0.086,0.148,-0.046,-0.19,0.14,0.192,0.086,0.148,16,0.019571865443425,0.008766564729867,0.015086646279307
0.549,-0.042,-0.188,0.139,0.172,0.081,0.187,-0.046,-0.189,0.14,0.172,0.081,0.187,16,0.017533129459735,0.008256880733945,0.019062181447503
0.55,-0.042,-0.188,0.139,0.163,0.072,0.196,-0.046,-0.189,0.14,0.163,0.072,0.196,16,0.016615698267075,0.007339449541284,0.019979612640163
0.551,-0.042,-0.187,0.138,0.182,0.072,0.139,-0.046,-0.189,0.139,0.182,0.072,0.139,16,0.01855249745158,0.007339449541284,0.014169215086646
0.552,-0.042,-0.187,0.137,0.177,0.048,0.12,-0.046,-0.189,0.138,0.177,0.048,0.12,16,0.018042813455658,0.004892966360856,0.012232415902141
0.553,-0.043,-0.187,0.136,0.182,0.024,0.115,-0.046,-0.189,0.138,0.182,0.024,0.115,16,0.01855249745158,0.002446483180428,0.011722731906218
0.554,-0.043,-0.187,0.136,0.144,0.048,0.124,-0.046,-0.188,0.137,0.144,0.048,0.124,16,0.014678899082569,0.004892966360856,0.012640163098879
0.555,-0.043,-0.187,0.134,0.105,0.034,0.172,-0.046,-0.188,0.135,0.105,0.034,0.172,16,0.010703363914373,0.003465851172273,0.017533129459735
0.556,-0.043,-0.186,0.133,0.153,0.038,0.172,-0.046,-0.188,0.134,0.153,0.038,0.172,16,0.015596330275229,0.003873598369011,0.017533129459735
0.557,-0.043,-0.186,0.132,0.192,0.048,0.124,-0.046,-0.188,0.133,0.192,0.048,0.124,16,0.019571865443425,0.004892966360856,0.012640163098879
0.558,-0.043,-0.186,0.131,0.177,0.034,0.086,-0.046,-0.188,0.132,0.177,0.034,0.086,16,0.018042813455658,0.003465851172273,0.008766564729867
0.559,-0.043,-0.186,0.129,0.153,0.034,0.12,-0.046,-0.188,0.13,0.153,0.034,0.12,16,0.015596330275229,0.003465851172273,0.012232415902141
0.56,-0.043,-0.186,0.127,0.158,0.077,0.192,-0.046,-0.188,0.129,0.158,0.077,0.192,16,0.016106014271152,0.007849133537207,0.019571865443425
0.561,-0.043,-0.186,0.126,0.163,0.077,0.153,-0.047,-0.187,0.127,0.163,0.077,0.153,16,0.016615698267075,0.007849133537207,0.015596330275229
0.562,-0.043,-0.185,0.124,0.148,0.057,0.148,-0.047,-0.187,0.126,0.148,0.057,0.148,16,0.015086646279307,0.005810397553517,0.015086646279307
0.563,-0.043,-0.185,0.122,0.144,0.048,0.182,-0.047,-0.187,0.124,0.144,0.048,0.182,16,0.014678899082569,0.004892966360856,0.01855249745158
0.564,-0.044,-0.185,0.12,0.168,0.086,0.163,-0.047,-0.187,0.122,0.168,0.086,0.163,16,0.017125382262997,0.008766564729867,0.016615698267075
0.565,-0.044,-0.185,0.118,0.163,0.086,0.148,-0.047,-0.187,0.12,0.163,0.086,0.148,16,0.016615698267075,0.008766564729867,0.015086646279307
0.566,-0.044,-0.185,0.117,0.187,0.057,0.12,-0.047,-0.187,0.119,0.187,0.057,0.12,16,0.019062181447503,0.005810397553517,0.012232415902141
0.567,-0.044,-0.185,0.115,0.192,0.048,0.168,-0.047,-0.187,0.117,0.192,0.048,0.168,16,0.019571865443425,0.004892966360856,0.017125382262997
0.568,-0.044,-0.184,0.112,0.158,0.034,0.211,-0.047,-0.187,0.115,0.158,0.034,0.211,16,0.016106014271152,0.003465851172273,0.021508664627931
0.569,-0.044,-0.184,0.11,0.153,0.034,0.148,-0.047,-0.186,0.113,0.153,0.034,0.148,16,0.015596330275229,0.003465851172273,0.015086646279307
0.57,-0.044,-0.184,0.108,0.144,0.038,0.144,-0.047,-0.186,0.111,0.144,0.038,0.144,16,0.014678899082569,0.003873598369011,0.014678899082569
0.571,-0.044,-0.184,0.106,0.163,0.062,0.168,-0.048,-0.186,0.109,0.163,0.062,0.168,16,0.016615698267075,0.006320081549439,0.017125382262997
0.572,-0.044,-0.184,0.104,0.168,0.081,0.163,-0.048,-0.186,0.107,0.168,0.081,0.163,16,0.017125382262997,0.008256880733945,0.016615698267075
0.573,-0.044,-0.183,0.102,0.139,0.081,0.153,-0.048,-0.186,0.105,0.139,0.081,0.153,16,0.014169215086646,0.008256880733945,0.015596330275229
0.574,-0.045,-0.183,0.1,0.139,0.048,0.168,-0.048,-0.185,0.103,0.139,0.048,0.168,16,0.014169215086646,0.004892966360856,0.017125382262997
0.575,-0.045,-0.183,0.098,0.139,0.048,0.182,-0.048,-0.185,0.101,0.139,0.048,0.182,16,0.014169215086646,0.004892966360856,0.01855249745158
0.576,-0.045,-0.183,0.096,0.153,0.038,0.177,-0.048,-0.185,0.099,0.153,0.038,0.177,16,0.015596330275229,0.003873598369011,0.018042813455658
0.577,-0.045,-0.183,0.093,0.187,0.034,0.182,-0.048,-0.185,0.097,0.187,0.034,0.182,16,0.019062181447503,0.003465851172273,0.01855249745158
0.578,-0.045,-0.183,0.091,0.192,0.053,0.144,-0.048,-0.185,0.095,0.192,0.053,0.144,16,0.019571865443425,0.005402650356779,0.014678899082569
0.579,-0.045,-0.183,0.089,0.158,0.062,0.187,-0.048,-0.184,0.093,0.158,0.062,0.187,16,0.016106014271152,0.006320081549439,0.019062181447503
0.58,-0.045,-0.183,0.087,0.139,0.072,0.225,-0.048,-0.184,0.091,0.139,0.072,0.225,16,0.014169215086646,0.007339449541284,0.022935779816514
0.581,-0.046,-0.183,0.085,0.144,0.043,0.215,-0.048,-0.184,0.09,0.144,0.043,0.215,16,0.014678899082569,0.004383282364934,0.021916411824669
0.582,-0.046,-0.182,0.083,0.148,0.029,0.22,-0.048,-0.184,0.088,0.148,0.029,0.22,16,0.015086646279307,0.002956167176351,0.022426095820591
0.583,-0.046,-0.182,0.082,0.192,0.038,0.177,-0.048,-0.184,0.086,0.192,0.038,0.177,16,0.019571865443425,0.003873598369011,0.018042813455658
0.584,-0.046,-0.182,0.08,0.201,0.038,0.153,-0.048,-0.184,0.084,0.201,0.038,0.153,16,0.020489296636086,0.003873598369011,0.015596330275229
0.585,-0.046,-0.182,0.078,0.153,0.038,0.182,-0.048,-0.184,0.082,0.153,0.038,0.182,16,0.015596330275229,0.003873598369011,0.01855249745158
0.586,-0.046,-0.182,0.077,0.148,0.048,0.172,-0.048,-0.184,0.08,0.148,0.048,0.172,16,0.015086646279307,0.004892966360856,0.017533129459735
0.587,-0.046,-0.182,0.075,0.168,0.072,0.172,-0.048,-0.184,0.079,0.168,0.072,0.172,16,0.017125382262997,0.007339449541284,0.017533129459735
0.588,-0.046,-0.182,0.073,0.177,0.048,0.201,-0.048,-0.184,0.077,0.177,0.048,0.201,16,0.018042813455658,0.004892966360856,0.020489296636086
0.589,-0.047,-0.182,0.072,0.196,0.048,0.187,-0.049,-0.184,0.076,0.196,0.048,0.187,16,0.019979612640163,0.004892966360856,0.019062181447503
0.59,-0.047,-0.181,0.071,0.201,0.072,0.163,-0.049,-0.184,0.074,0.201,0.072,0.163,16,0.020489296636086,0.007339449541284,0.016615698267075
0.591,-0.047,-0.181,0.069,0.187,0.067,0.192,-0.049,-0.184,0.073,0.187,0.067,0.192,16,0.019062181447503,0.006829765545362,0.019571865443425
0.592,-0.047,-0.181,0.068,0.172,0.081,0.249,-0.049,-0.184,0.072,0.172,0.081,0.249,16,0.017533129459735,0.008256880733945,0.025382262996942
0.593,-0.047,-0.181,0.067,0.196,0.057,0.259,-0.049,-0.184,0.07,0.196,0.057,0.259,16,0.019979612640163,0.005810397553517,0.026401630988787
0.594,-0.047,-0.181,0.066,0.192,0.014,0.206,-0.049,-0.184,0.069,0.192,0.014,0.206,16,0.019571865443425,0.001427115188583,0.020998980632008
0.595,-0.047,-0.181,0.065,0.148,0.019,0.163,-0.049,-0.184,0.068,0.148,0.019,0.163,16,0.015086646279307,0.001936799184506,0.016615698267075
0.596,-0.047,-0.181,0.064,0.148,0.034,0.177,-0.049,-0.184,0.067,0.148,0.034,0.177,16,0.015086646279307,0.003465851172273,0.018042813455658
0.597,-0.047,-0.181,0.063,0.163,0.043,0.144,-0.049,-0.184,0.066,0.163,0.043,0.144,16,0.016615698267075,0.004383282364934,0.014678899082569
0.598,-0.047,-0.18,0.063,0.148,0.077,0.129,-0.049,-0.184,0.065,0.148,0.077,0.129,16,0.015086646279307,0.007849133537207,0.013149847094801
0.599,-0.047,-0.18,0.062,0.144,0.043,0.211,-0.049,-0.184,0.064,0.144,0.043,0.211,16,0.014678899082569,0.004383282364934,0.021508664627931
0.6,-0.047,-0.18,0.062,0.168,0.005,0.23,-0.049,-0.184,0.063,0.168,0.005,0.23,16,0.017125382262997,0.000509683995923,0.023445463812436
0.601,-0.047,-0.18,0.061,0.177,0.038,0.182,-0.049,-0.184,0.063,0.177,0.038,0.182,16,0.018042813455658,0.003873598369011,0.01855249745158
0.602,-0.047,-0.18,0.061,0.177,0.086,0.144,-0.049,-0.184,0.062,0.177,0.086,0.144,16,0.018042813455658,0.008766564729867,0.014678899082569
0.603,-0.047,-0.18,0.061,0.206,0.086,0.187,-0.049,-0.184,0.062,0.206,0.086,0.187,16,0.020998980632008,0.008766564729867,0.019062181447503
0.604,-0.047,-0.18,0.061,0.206,0.048,0.235,-0.049,-0.184,0.062,0.206,0.048,0.235,16,0.020998980632008,0.004892966360856,0.023955147808359
0.605,-0.047,-0.18,0.061,0.177,0.057,0.196,-0.048,-0.184,0.062,0.177,0.057,0.196,16,0.018042813455658,0.005810397553517,0.019979612640163
0.606,-0.047,-0.18,0.061,0.177,0.062,0.168,-0.048,-0.184,0.062,0.177,0.062,0.168,16,0.018042813455658,0.006320081549439,0.017125382262997
0.607,-0.047,-0.18,0.061,0.172,0.038,0.187,-0.048,-0.184,0.062,0.172,0.038,0.187,16,0.017533129459735,0.003873598369011,0.019062181447503
0.608,-0.046,-0.18,0.061,0.192,0.053,0.182,-0.048,-0.184,0.062,0.192,0.053,0.182,16,0.019571865443425,0.005402650356779,0.01855249745158
0.609,-0.046,-0.18,0.062,0.206,0.057,0.148,-0.048,-0.184,0.063,0.206,0.057,0.148,16,0.020998980632008,0.005810397553517,0.015086646279307
0.61,-0.046,-0.18,0.062,0.177,0.053,0.148,-0.048,-0.184,0.063,0.177,0.053,0.148,16,0.018042813455658,0.005402650356779,0.015086646279307
0.611,-0.046,-0.18,0.063,0.172,0.038,0.172,-0.048,-0.183,0.063,0.172,0.038,0.172,16,0.017533129459735,0.003873598369011,0.017533129459735
0.612,-0.046,-0.18,0.063,0.192,0.048,0.225,-0.048,-0.183,0.064,0.192,0.048,0.225,16,0.019571865443425,0.004892966360856,0.022935779816514
