time,gyrx,gyry,gyrz,rol,pit,yaw,accx,accy,accz,vCmds
0.888,-3.064,4.241,1.343,-1.071,0.123,0.030,-0.041,0.316,-0.255,0.000,
0.890,-3.097,4.587,1.279,-1.078,0.132,0.033,-0.073,0.298,-0.195,0.000,
0.892,-3.151,4.853,1.169,-1.084,0.141,0.035,-0.108,0.270,-0.125,0.000,
0.894,-3.228,5.107,0.949,-1.090,0.151,0.038,-0.142,0.238,-0.055,0.000,
0.896,-3.329,5.326,0.606,-1.097,0.161,0.040,-0.175,0.205,0.003,0.000,
0.898,-3.430,5.450,0.251,-1.103,0.172,0.041,-0.202,0.179,0.037,0.000,
0.900,-3.527,5.472,-0.056,-1.110,0.182,0.041,-0.218,0.164,0.044,0.000,
0.902,-3.693,5.402,-0.401,-1.117,0.193,0.041,-0.225,0.163,0.036,0.000,
0.904,-3.912,5.282,-0.722,-1.125,0.204,0.041,-0.226,0.171,0.026,0.000,
0.906,-4.296,5.100,-1.091,-1.132,0.215,0.039,-0.228,0.186,0.017,2.000,
0.908,-4.755,4.906,-1.423,-1.141,0.225,0.037,-0.233,0.203,0.015,0.000,
0.910,-5.413,4.665,-1.767,-1.150,0.235,0.034,-0.239,0.223,0.020,0.000,
0.912,-6.112,4.432,-2.057,-1.161,0.244,0.031,-0.241,0.247,0.025,0.000,
0.914,-6.998,4.181,-2.340,-1.173,0.253,0.026,-0.241,0.275,0.028,0.000,
0.916,-7.874,3.965,-2.564,-1.187,0.261,0.022,-0.239,0.305,0.023,0.000,
0.918,-8.656,3.793,-2.726,-1.203,0.269,0.017,-0.240,0.335,0.011,0.000,
0.920,-9.637,3.582,-2.895,-1.221,0.277,0.011,-0.242,0.357,-0.004,0.000,
0.922,-10.632,3.361,-3.053,-1.240,0.284,0.005,-0.242,0.372,-0.021,0.000,
0.924,-11.868,3.049,-3.246,-1.261,0.291,-0.001,-0.237,0.381,-0.037,0.000,
0.926,-13.060,2.717,-3.428,-1.285,0.297,-0.007,-0.229,0.388,-0.051,2.000,
0.928,-14.402,2.315,-3.615,-1.311,0.302,-0.014,-0.220,0.400,-0.065,0.000,
0.930,-15.611,1.938,-3.766,-1.340,0.307,-0.021,-0.212,0.419,-0.087,0.000,
0.932,-16.898,1.518,-3.902,-1.371,0.311,-0.029,-0.205,0.443,-0.125,0.000,
0.934,-18.016,1.144,-3.999,-1.405,0.314,-0.037,-0.199,0.469,-0.178,0.000,
0.936,-19.174,0.767,-4.066,-1.441,0.316,-0.045,-0.190,0.487,-0.247,0.000,
0.938,-20.165,0.455,-4.094,-1.479,0.318,-0.053,-0.177,0.492,-0.322,4.000,
0.940,-21.191,0.168,-4.074,-1.519,0.319,-0.061,-0.160,0.483,-0.394,0.000,
0.942,-22.074,-0.054,-4.022,-1.562,0.319,-0.069,-0.142,0.458,-0.454,0.000,
0.944,-23.003,-0.299,-3.935,-1.606,0.319,-0.077,-0.125,0.421,-0.499,0.000,
0.946,-23.818,-0.535,-3.849,-1.652,0.318,-0.085,-0.108,0.381,-0.528,0.000,
0.948,-24.478,-0.739,-3.782,-1.700,0.317,-0.093,-0.085,0.350,-0.542,0.000,
0.950,-25.246,-0.953,-3.720,-1.749,0.316,-0.100,-0.055,0.333,-0.545,0.000,
0.952,-25.989,-1.134,-3.663,-1.799,0.314,-0.108,-0.024,0.327,-0.543,0.000,
0.954,-26.860,-1.284,-3.568,-1.851,0.311,-0.115,0.008,0.325,-0.544,0.000,
0.956,-27.657,-1.376,-3.450,-1.905,0.309,-0.122,0.040,0.323,-0.549,0.000,
0.958,-28.451,-1.419,-3.300,-1.960,0.306,-0.129,0.042,0.303,-0.554,8.000,
0.960,-29.063,-1.431,-3.196,-2.017,0.303,-0.136,-0.045,0.228,-0.537,0.000,
0.962,-29.461,-1.593,-3.326,-2.075,0.300,-0.142,-0.169,0.132,-0.484,4.000,
0.964,-29.614,-1.947,-3.660,-2.134,0.297,-0.149,-0.221,0.098,-0.425,0.000,
0.966,-29.681,-2.673,-4.165,-2.193,0.293,-0.156,-0.169,0.163,-0.398,0.000,
0.968,-29.767,-3.475,-4.591,-2.253,0.288,-0.164,-0.058,0.292,-0.419,0.000,
0.970,-30.052,-4.168,-4.771,-2.312,0.281,-0.174,0.049,0.425,-0.477,0.000,
0.972,-30.447,-4.526,-4.710,-2.372,0.273,-0.183,0.116,0.520,-0.546,0.000,
0.974,-30.865,-4.515,-4.496,-2.433,0.264,-0.193,0.136,0.566,-0.602,0.000,
0.976,-31.402,-4.101,-4.166,-2.495,0.255,-0.202,0.123,0.579,-0.626,0.000,
0.978,-31.947,-3.502,-3.844,-2.558,0.246,-0.210,0.093,0.582,-0.609,0.000,
0.980,-32.642,-2.731,-3.537,-2.622,0.239,-0.218,0.059,0.593,-0.563,0.000,
0.982,-33.336,-2.014,-3.308,-2.687,0.234,-0.225,0.028,0.622,-0.503,0.000,
0.984,-34.174,-1.290,-3.112,-2.754,0.230,-0.231,0.003,0.668,-0.442,0.000,
0.986,-34.983,-0.700,-2.967,-2.822,0.227,-0.237,-0.021,0.725,-0.384,4.000,
0.988,-35.958,-0.153,-2.816,-2.892,0.226,-0.243,-0.048,0.784,-0.331,0.000,
0.990,-36.917,0.262,-2.671,-2.964,0.226,-0.249,-0.073,0.844,-0.287,0.000,
0.992,-38.122,0.610,-2.488,-3.038,0.226,-0.254,-0.093,0.901,-0.248,0.000,
0.994,-39.321,0.843,-2.317,-3.114,0.227,-0.259,-0.107,0.955,-0.212,0.000,
0.996,-40.781,0.978,-2.151,-3.193,0.229,-0.264,-0.122,1.006,-0.172,0.000,
0.998,-42.197,1.004,-2.037,-3.274,0.231,-0.268,-0.143,1.048,-0.125,0.000,
1.000,-43.450,0.931,-1.993,-3.358,0.233,-0.272,-0.171,1.079,-0.076,0.000,
1.002,-45.008,0.696,-2.026,-3.445,0.235,-0.276,-0.202,1.099,-0.033,0.000,
1.004,-46.566,0.375,-2.097,-3.535,0.236,-0.280,-0.231,1.113,-0.003,0.000,
1.006,-48.427,-0.073,-2.175,-3.629,0.237,-0.285,-0.259,1.125,0.011,0.000,
1.008,-50.170,-0.521,-2.223,-3.725,0.237,-0.289,-0.286,1.134,0.014,0.000,
1.010,-52.094,-1.018,-2.222,-3.826,0.236,-0.293,-0.310,1.132,0.013,0.000,
1.012,-53.828,-1.458,-2.196,-3.930,0.234,-0.298,-0.329,1.116,0.010,0.000,
1.014,-55.261,-1.804,-2.177,-4.038,0.231,-0.302,-0.338,1.088,0.003,0.000,
1.016,-56.978,-2.167,-2.203,-4.148,0.227,-0.307,-0.336,1.054,-0.010,0.000,
1.018,-59.257,-2.569,-2.303,-4.262,0.223,-0.311,-0.329,1.022,-0.024,8.000,
1.020,-61.506,-2.905,-2.445,-4.381,0.218,-0.316,-0.322,0.996,-0.037,0.000,
1.022,-63.449,-3.132,-2.608,-4.504,0.212,-0.321,-0.316,0.978,-0.042,0.000,
1.024,-65.697,-3.290,-2.841,-4.630,0.206,-0.326,-0.308,0.969,-0.035,0.000,
1.026,-67.846,-3.380,-3.081,-4.762,0.199,-0.331,-0.299,0.969,-0.019,0.000,
1.028,-70.374,-3.455,-3.353,-4.898,0.192,-0.338,-0.290,0.980,0.006,0.000,
