time,gyrx,gyry,gyrz,rol,pit,yaw,accx,accy,accz,vCmds
0.002,-0.198,-0.190,-0.510,0.000,0.000,0.000,-0.052,-0.039,-0.037,0.000,
0.005,-0.269,-0.211,-0.431,-0.000,-0.000,-0.001,-0.036,-0.020,-0.036,0.000,
0.007,-0.297,-0.241,-0.384,-0.001,-0.001,-0.002,-0.022,0.001,-0.032,0.000,
0.009,-0.316,-0.299,-0.277,-0.002,-0.001,-0.003,0.001,0.016,-0.034,0.000,
0.011,-0.310,-0.310,-0.218,-0.002,-0.002,-0.003,0.028,0.032,-0.044,0.000,
0.013,-0.279,-0.306,-0.142,-0.003,-0.003,-0.004,0.053,0.044,-0.054,0.000,
0.015,-0.257,-0.299,-0.134,-0.003,-0.003,-0.004,0.064,0.046,-0.049,0.000,
0.017,-0.233,-0.291,-0.130,-0.004,-0.004,-0.004,0.068,0.043,-0.049,0.000,
0.019,-0.188,-0.260,-0.106,-0.004,-0.004,-0.004,0.071,0.039,-0.055,0.000,
0.021,-0.165,-0.246,-0.081,-0.005,-0.005,-0.005,0.071,0.036,-0.054,0.000,
0.023,-0.117,-0.204,-0.009,-0.005,-0.005,-0.005,0.061,0.033,-0.053,0.000,
0.025,-0.085,-0.180,0.030,-0.005,-0.006,-0.005,0.048,0.026,-0.051,12.000,
0.027,-0.027,-0.146,0.080,-0.005,-0.006,-0.005,0.032,0.014,-0.037,0.000,
0.029,-0.016,-0.126,0.075,-0.005,-0.006,-0.005,0.017,0.004,-0.029,1.000,
0.031,-0.000,-0.090,0.007,-0.006,-0.007,-0.004,0.015,-0.004,-0.033,0.000,
0.033,0.009,-0.088,-0.038,-0.006,-0.007,-0.004,0.022,-0.009,-0.037,0.000,
0.035,-0.005,-0.125,-0.122,-0.005,-0.007,-0.005,0.027,-0.014,-0.040,0.000,
0.037,-0.029,-0.138,-0.152,-0.006,-0.007,-0.005,0.034,-0.013,-0.044,0.000,
0.039,-0.054,-0.132,-0.164,-0.006,-0.008,-0.005,0.047,-0.005,-0.044,0.000,
0.041,-0.082,-0.087,-0.165,-0.006,-0.008,-0.005,0.058,0.010,-0.040,0.000,
0.043,-0.086,-0.064,-0.169,-0.006,-0.008,-0.006,0.066,0.017,-0.029,0.000,
0.045,-0.086,-0.038,-0.161,-0.006,-0.008,-0.006,0.073,0.017,-0.020,0.000,
0.047,-0.091,-0.036,-0.154,-0.006,-0.008,-0.006,0.070,0.018,-0.016,0.000,
0.049,-0.135,-0.045,-0.145,-0.006,-0.008,-0.007,0.069,0.019,-0.024,0.000,
0.051,-0.174,-0.041,-0.142,-0.007,-0.008,-0.007,0.076,0.013,-0.037,0.000,
0.053,-0.259,-0.010,-0.161,-0.007,-0.008,-0.007,0.078,0.011,-0.064,0.000,
0.055,-0.283,0.009,-0.193,-0.007,-0.008,-0.008,0.075,0.019,-0.094,0.000,
0.057,-0.287,0.047,-0.265,-0.008,-0.008,-0.008,0.064,0.033,-0.120,0.000,
0.059,-0.274,0.070,-0.286,-0.009,-0.008,-0.009,0.046,0.046,-0.134,2.000,
0.061,-0.248,0.122,-0.290,-0.009,-0.008,-0.009,0.032,0.055,-0.145,0.000,
0.063,-0.237,0.133,-0.280,-0.010,-0.008,-0.010,0.023,0.052,-0.155,0.000,
0.065,-0.221,0.123,-0.259,-0.010,-0.008,-0.010,0.015,0.040,-0.160,0.000,
0.067,-0.165,0.041,-0.205,-0.011,-0.007,-0.011,0.006,0.029,-0.157,0.000,
0.069,-0.128,-0.014,-0.184,-0.011,-0.007,-0.011,0.002,0.022,-0.153,0.000,
0.071,-0.050,-0.084,-0.155,-0.011,-0.007,-0.012,-0.002,0.021,-0.147,0.000,
0.073,-0.008,-0.104,-0.149,-0.011,-0.008,-0.012,-0.008,0.015,-0.133,0.000,
