time,gyrx,gyry,gyrz,rol,pit,yaw,accx,accy,accz,vCmds
0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0.005,-0.133,-0.002,0.047,0.000,0.000,0.000,0.010,-0.001,0.030,0.000,
0.007,-0.270,-0.038,0.099,-0.000,-0.000,0.000,0.025,-0.004,0.049,0.000,
0.009,-0.336,-0.089,0.129,-0.001,-0.000,0.000,0.034,-0.007,0.048,0.000,
0.011,-0.328,-0.133,0.137,-0.001,-0.000,0.001,0.034,-0.008,0.036,0.000,
0.013,-0.273,-0.167,0.135,-0.002,-0.001,0.001,0.026,-0.009,0.017,0.000,
0.015,-0.196,-0.215,0.139,-0.003,-0.001,0.001,0.019,-0.007,-0.000,0.000,
0.017,-0.121,-0.283,0.153,-0.003,-0.001,0.001,0.021,-0.002,-0.012,0.000,
0.019,-0.067,-0.348,0.173,-0.003,-0.002,0.002,0.029,0.004,-0.013,0.000,
0.021,-0.034,-0.391,0.191,-0.003,-0.003,0.002,0.039,0.008,-0.006,0.000,
0.023,-0.000,-0.402,0.215,-0.004,-0.003,0.002,0.047,0.005,0.001,0.000,
0.025,0.033,-0.386,0.240,-0.004,-0.004,0.003,0.050,-0.004,0.004,9.000,
0.030,0.073,-0.330,0.264,-0.003,-0.005,0.003,0.049,-0.015,0.003,0.000,
0.032,0.110,-0.226,0.296,-0.003,-0.006,0.004,0.045,-0.028,0.011,0.000,
0.034,0.139,-0.153,0.309,-0.003,-0.006,0.004,0.044,-0.037,0.018,0.000,
0.036,0.162,-0.134,0.298,-0.003,-0.006,0.005,0.047,-0.041,0.017,0.000,
0.038,0.187,-0.154,0.264,-0.002,-0.007,0.006,0.053,-0.037,0.004,0.000,
0.040,0.207,-0.178,0.222,-0.002,-0.007,0.006,0.063,-0.027,-0.018,0.000,
0.042,0.209,-0.168,0.174,-0.002,-0.007,0.007,0.073,-0.017,-0.040,0.000,
0.044,0.197,-0.126,0.134,-0.001,-0.008,0.007,0.077,-0.010,-0.051,0.000,
0.046,0.179,-0.062,0.111,-0.001,-0.008,0.007,0.076,-0.011,-0.048,0.000,
0.048,0.156,0.033,0.097,-0.001,-0.008,0.007,0.076,-0.016,-0.031,0.000,
0.050,0.135,0.124,0.091,-0.000,-0.008,0.008,0.082,-0.022,-0.009,0.000,
0.052,0.113,0.200,0.102,0.000,-0.008,0.008,0.090,-0.023,0.017,2.000,
0.057,0.091,0.239,0.123,0.000,-0.007,0.008,0.092,-0.017,0.042,0.000,
0.059,0.059,0.186,0.143,0.000,-0.007,0.008,0.069,0.001,0.068,0.000,
0.061,0.035,0.082,0.138,0.001,-0.006,0.009,0.026,0.024,0.088,0.000,
0.063,0.029,-0.009,0.107,0.001,-0.006,0.009,-0.015,0.040,0.099,0.000,
0.065,0.039,-0.057,0.061,0.001,-0.006,0.009,-0.043,0.047,0.103,0.000,
0.067,0.064,-0.064,0.007,0.001,-0.006,0.009,-0.059,0.048,0.100,0.000,
0.069,0.093,-0.056,-0.037,0.001,-0.007,0.009,-0.071,0.041,0.089,0.000,
0.071,0.116,-0.049,-0.059,0.001,-0.007,0.009,-0.079,0.032,0.078,0.000,
0.073,0.126,-0.048,-0.065,0.001,-0.007,0.009,-0.083,0.025,0.073,4.000,
0.075,0.122,-0.043,-0.066,0.002,-0.007,0.009,-0.086,0.025,0.076,0.000,
0.077,0.105,-0.027,-0.069,0.002,-0.007,0.009,-0.088,0.032,0.084,0.000,
0.082,0.057,-0.004,-0.077,0.002,-0.007,0.009,-0.089,0.044,0.091,0.000,
0.084,-0.034,-0.014,-0.111,0.002,-0.007,0.008,-0.080,0.059,0.098,0.000,
0.086,-0.128,-0.047,-0.164,0.002,-0.007,0.008,-0.069,0.073,0.102,0.000,
0.088,-0.190,-0.081,-0.214,0.002,-0.007,0.008,-0.061,0.086,0.102,0.000,
0.090,-0.211,-0.104,-0.244,0.001,-0.007,0.007,-0.055,0.093,0.097,0.000,
0.092,-0.197,-0.108,-0.242,0.001,-0.007,0.007,-0.051,0.093,0.096,0.000,
0.094,-0.164,-0.098,-0.220,0.001,-0.008,0.007,-0.047,0.084,0.105,0.000,
0.096,-0.121,-0.095,-0.189,0.000,-0.008,0.006,-0.040,0.069,0.123,0.000,
0.098,-0.084,-0.108,-0.164,0.000,-0.008,0.006,-0.031,0.055,0.141,0.000,
0.100,-0.054,-0.141,-0.151,-0.000,-0.008,0.005,-0.023,0.043,0.149,0.000,
0.102,-0.030,-0.175,-0.155,-0.000,-0.009,0.005,-0.017,0.033,0.138,0.000,
0.104,0.002,-0.196,-0.166,-0.000,-0.009,0.005,-0.013,0.022,0.108,0.000,
0.108,0.032,-0.192,-0.169,-0.000,-0.009,0.004,-0.009,0.011,0.072,0.000,
0.110,0.040,-0.153,-0.130,-0.000,-0.010,0.004,-0.001,0.010,0.038,0.000,
0.112,0.022,-0.129,-0.060,-0.000,-0.010,0.004,0.008,0.021,0.010,0.000,
